,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,62845.0,8.65,-12840.0,-2.67,2682.0,0.41,136168.0,5.07,23243.0,3.51,93940.0,19.98,11461.0,1.84,167464.0,7.06,73060.0,10.35,-25026.0,-6.06,10008.0,1.76,101818.0,4.39,32507.0,5.38,-40525.0,-11.69,16447.0,3.14,74978.0,3.52
母公司業主（綜合損益）,65625.0,9.04,-13852.0,-2.88,42291.0,6.47,167261.0,6.23,356042.0,53.78,175702.0,37.37,-58997.0,-9.49,433811.0,18.29,41098.0,5.82,-135214.0,-32.75,41243.0,7.27,230934.0,9.97,-11281.0,-1.87,25760.0,7.43,-9865.0,-1.89,-28537.0,-1.34
營業利益（損失）,74045.0,10.19,-18418.0,-3.83,44048.0,6.74,194327.0,7.24,26625.0,4.02,-25129.0,-5.34,12315.0,1.98,54321.0,2.29,87072.0,12.33,-35864.0,-8.69,8950.0,1.58,107085.0,4.62,32036.0,5.3,-46021.0,-13.27,5070.0,0.97,37329.0,1.75
營業外收入及支出合計,624.0,0.09,4309.0,0.9,-48618.0,-7.44,-37909.0,-1.41,5779.0,0.87,113815.0,24.21,1429.0,0.23,127611.0,5.38,302.0,0.04,5267.0,1.28,2946.0,0.52,13548.0,0.58,7857.0,1.3,3752.0,1.08,12519.0,2.39,51136.0,2.4
營業成本合計,513108.0,70.65,377778.0,78.65,456753.0,69.88,1898917.0,70.72,494232.0,74.66,369586.0,78.6,459705.0,73.97,1737004.0,73.24,492919.0,69.82,330971.0,80.18,412451.0,72.67,1642692.0,70.9,449951.0,74.44,279565.0,80.64,381211.0,72.86,1551913.0,72.87
營業收入合計,726305.0,100.0,480358.0,100.0,653643.0,100.0,2685119.0,100.0,661979.0,100.0,470184.0,100.0,621504.0,100.0,2371613.0,100.0,705960.0,100.0,412806.0,100.0,567593.0,100.0,2317070.0,100.0,604459.0,100.0,346699.0,100.0,523223.0,100.0,2129720.0,100.0
營業毛利（毛損）,213197.0,29.35,102580.0,21.35,196890.0,30.12,786202.0,29.28,167747.0,25.34,100598.0,21.4,161799.0,26.03,634609.0,26.76,213041.0,30.18,81835.0,19.82,155142.0,27.33,674378.0,29.1,154508.0,25.56,67134.0,19.36,142012.0,27.14,577807.0,27.13
營業毛利（毛損）淨額,213197.0,29.35,102580.0,21.35,196890.0,30.12,786202.0,29.28,167747.0,25.34,100598.0,21.4,161799.0,26.03,634609.0,26.76,213041.0,30.18,81835.0,19.82,155142.0,27.33,674378.0,29.1,154508.0,25.56,67134.0,19.36,142012.0,27.14,577807.0,27.13
營業費用合計,139152.0,19.16,120998.0,25.19,152842.0,23.38,591875.0,22.04,141122.0,21.32,125727.0,26.74,149484.0,24.05,580288.0,24.47,125969.0,17.84,117699.0,28.51,146192.0,25.76,567293.0,24.48,122472.0,20.26,113155.0,32.64,136942.0,26.17,540478.0,25.38
確定福利計畫之再衡量數,,,,,,,-12410.0,-0.46,,,,,,,-3545.0,-0.15,,,,,,,3042.0,0.13,,,,,,,2865.0,0.13
稅前淨利（淨損）,74669.0,10.28,-14109.0,-2.94,-4570.0,-0.7,156418.0,5.83,32404.0,4.9,88686.0,18.86,13744.0,2.21,181932.0,7.67,87374.0,12.38,-30597.0,-7.41,11896.0,2.1,120633.0,5.21,39893.0,6.6,-42269.0,-12.19,17589.0,3.36,88465.0,4.15
管理費用,18465.0,2.54,16410.0,3.42,21609.0,3.31,73444.0,2.74,15741.0,2.38,15152.0,3.22,18065.0,2.91,68548.0,2.89,14764.0,2.09,15874.0,3.85,16001.0,2.82,65774.0,2.84,14238.0,2.36,15819.0,4.56,16062.0,3.07,62304.0,2.93
繼續營業單位本期淨利（淨損）,62845.0,8.65,-12840.0,-2.67,2682.0,0.41,136168.0,5.07,23243.0,3.51,93940.0,19.98,11461.0,1.84,167464.0,7.06,73060.0,10.35,-25026.0,-6.06,10008.0,1.76,101818.0,4.39,32507.0,5.38,-40525.0,-11.69,16447.0,3.14,74978.0,3.52
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,517.0,0.02,,,,,,,487.0,0.02
與其他綜合損益組成部分相關之所得稅,,,-207.0,-0.04,,,6368.0,0.24,,,-7.0,0.0,,,-585.0,-0.02,,,,,,,,,,,,,,,,
財務成本淨額,2700.0,0.37,2033.0,0.42,1634.0,0.25,8003.0,0.3,1735.0,0.26,1613.0,0.34,1465.0,0.24,6401.0,0.27,1301.0,0.18,737.0,0.18,1017.0,0.18,4010.0,0.17,2190.0,0.36,1833.0,0.53,1192.0,0.23,6835.0,0.32
銷貨收入淨額,726305.0,100.0,480358.0,100.0,653643.0,100.0,,,661979.0,100.0,470184.0,100.0,621504.0,100.0,,,705960.0,100.0,412806.0,100.0,567593.0,100.0,,,604459.0,100.0,346699.0,100.0,523223.0,100.0,,
非控制權益（淨利／損）,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
非控制權益（綜合損益）,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,
