,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
收益費損項目合計,,,,,,,,,37580.0,83576.0,118027.0,155267.0,35811.0,80086.0,114197.0,134611.0
期初現金及約當現金餘額,101705.0,101705.0,101705.0,101705.0,206502.0,206502.0,206502.0,206502.0,219165.0,219165.0,219165.0,219165.0,203654.0,203654.0,203654.0,203654.0
期末現金及約當現金餘額,234943.0,195204.0,152763.0,206502.0,185263.0,302553.0,206512.0,219165.0,98348.0,125709.0,156426.0,203654.0,167453.0,125844.0,138453.0,101579.0
本期現金及約當現金增加（減少）數,133238.0,93499.0,51058.0,104797.0,-21239.0,96051.0,10.0,12663.0,-120817.0,-93456.0,-62739.0,-15511.0,-36201.0,-77810.0,-65201.0,-102075.0
本期稅前淨利（淨損）,74669.0,60560.0,55990.0,156418.0,32404.0,121090.0,134834.0,181932.0,87374.0,56777.0,68673.0,120633.0,39893.0,-2376.0,15213.0,88465.0
淨確定福利負債增加(減少),,,,,,,,,,,,31.0,,,-29330.0,-39766.0
營業活動之淨現金流入（流出）,59384.0,359602.0,335299.0,504512.0,-61287.0,90787.0,125601.0,207578.0,-30622.0,218251.0,170431.0,274730.0,-99247.0,100839.0,96623.0,117001.0
營運產生之現金流入（流出）,62147.0,370159.0,357942.0,529920.0,-59547.0,96950.0,138750.0,222288.0,-30440.0,224291.0,182290.0,289620.0,-96940.0,118046.0,124445.0,146268.0
發放現金股利,,,,-75840.0,,,-140846.0,-140845.0,,,-140846.0,-140845.0,,,-75840.0,-75840.0
短期借款增加,35459.0,-97036.0,-72854.0,-58988.0,54109.0,-62932.0,-67158.0,-26635.0,16677.0,-55426.0,-59846.0,-33323.0,33302.0,20000.0,-40000.0,-20000.0
籌資活動之淨現金流入（流出）,86183.0,-229153.0,-196372.0,-292947.0,122997.0,-20159.0,-76934.0,-58812.0,-20756.0,-158248.0,-44963.0,-71981.0,101848.0,-125403.0,-101141.0,-156499.0
繼續營業單位稅前淨利（淨損）,74669.0,60560.0,55990.0,156418.0,32404.0,121090.0,134834.0,181932.0,87374.0,56777.0,68673.0,120633.0,39893.0,-2376.0,15213.0,88465.0
與營業活動相關之負債之淨變動合計,-164171.0,-160855.0,-142052.0,70415.0,-211624.0,-226696.0,-207113.0,-99084.0,-112724.0,-124410.0,-63410.0,68332.0,-240375.0,-242361.0,-146395.0,-55837.0
與營業活動相關之資產之淨變動合計,104090.0,384145.0,250787.0,69552.0,83062.0,233831.0,199619.0,89108.0,-42670.0,208348.0,59000.0,-54612.0,67731.0,282697.0,141430.0,-20971.0
與營業活動相關之資產及負債之淨變動合計,-60081.0,223290.0,108735.0,139967.0,-128562.0,7135.0,-7494.0,-9976.0,-155394.0,83938.0,-4410.0,13720.0,-172644.0,40336.0,-4965.0,-76808.0
處分不動產、廠房及設備,186.0,1155.0,1789.0,2015.0,0.0,151276.0,151276.0,152409.0,448.0,458.0,469.0,1792.0,0.0,10.0,87.0,87.0
處分及報廢不動產、廠房及設備損失（利益）,-180.0,-1025.0,2191.0,4276.0,8.0,-112822.0,-112793.0,-113066.0,-448.0,-426.0,-437.0,-1685.0,0.0,51.0,26.0,27.0
處分投資損失（利益）,,,,,,,,-4415.0,,,,0.0,,-7221.0,-17898.0,-42292.0
調整項目合計,-12522.0,309599.0,301952.0,373502.0,-91951.0,-24140.0,3916.0,40356.0,-117814.0,167514.0,113617.0,168987.0,-136833.0,120422.0,109232.0,57803.0
資產負債表帳列之現金及約當現金,234943.0,195204.0,152763.0,206502.0,185263.0,302553.0,206512.0,219165.0,98348.0,125709.0,156426.0,203654.0,167453.0,125844.0,138453.0,101579.0
退還（支付）之所得稅,0.0,-6477.0,-17336.0,-18892.0,-12.0,-3651.0,-10947.0,-11164.0,-31.0,-6087.0,-11407.0,-11576.0,-4.0,-13551.0,-22662.0,-22662.0
預付款項（增加）減少,,,,-4038.0,,,,6433.0,,,,-4283.0,,,,9105.0
