,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
應收票據（增加）減少,-27672.0,-1134.0,-9266.0,4602.0,-19830.0,-2984.0,-7400.0,1822.0,-29398.0,-2487.0,-3994.0,2831.0,-25075.0,-1573.0,-6626.0,353.0
應計退休金負債增加（減少）,127.0,248.0,-7239.0,-9487.0,-256.0,-118.0,-1061.0,-1476.0,,,,,,,,
投資活動之淨現金流入（流出）,-17065.0,-76345.0,-333764.0,-677979.0,-190962.0,-420070.0,-564125.0,-637628.0,-29836.0,-85342.0,-272909.0,-268939.0,61643.0,25334.0,67433.0,-88699.0
折舊費用,31712.0,64239.0,96254.0,128710.0,35663.0,83215.0,134663.0,187480.0,53381.0,108611.0,165297.0,223469.0,56680.0,113288.0,169595.0,224726.0
攤銷費用,610.0,1166.0,1785.0,2439.0,662.0,1335.0,2048.0,2703.0,818.0,1622.0,2413.0,3200.0,870.0,1784.0,2636.0,3365.0
支付之利息,-4803.0,-9347.0,-13836.0,-20840.0,-6639.0,-14019.0,-23627.0,-31887.0,-7822.0,-15841.0,-24208.0,-32698.0,-7879.0,-14877.0,-22332.0,-28922.0
收取之利息,345.0,756.0,1213.0,1934.0,1238.0,1504.0,1610.0,1876.0,142.0,405.0,576.0,932.0,334.0,903.0,1033.0,1229.0
收益費損項目合計,,,,,,,,,55263.0,106355.0,136812.0,204118.0,50440.0,126963.0,146576.0,194616.0
期初現金及約當現金餘額,243491.0,243491.0,243491.0,243491.0,211074.0,211074.0,211074.0,211074.0,240860.0,240860.0,240860.0,240860.0,196732.0,196732.0,196732.0,196732.0
期末現金及約當現金餘額,297739.0,366745.0,206502.0,211074.0,306843.0,211765.0,205716.0,240860.0,251412.0,263025.0,148418.0,196732.0,308518.0,420956.0,319066.0,263013.0
本期現金及約當現金增加（減少）數,54248.0,123254.0,-36989.0,-32417.0,95769.0,691.0,-5358.0,29786.0,10552.0,22165.0,-92442.0,-44128.0,111786.0,224224.0,122334.0,66281.0
本期稅前淨利（淨損）,134172.0,199470.0,271189.0,430880.0,23534.0,51120.0,113120.0,263321.0,118110.0,162485.0,306035.0,437769.0,150965.0,248557.0,401248.0,586604.0
淨確定福利負債增加(減少),,,,,,,,,-6462.0,-6699.0,-7354.0,-7978.0,-124071.0,-125431.0,-127381.0,-127314.0
營業活動之淨現金流入（流出）,-144280.0,6305.0,156806.0,318133.0,-198500.0,-77703.0,145262.0,327512.0,-136373.0,84485.0,163177.0,375606.0,-122728.0,217354.0,447045.0,695682.0
營運產生之現金流入（流出）,-139786.0,65990.0,259708.0,441160.0,-200015.0,-40021.0,200080.0,390271.0,-128693.0,142745.0,252049.0,472552.0,-115183.0,280576.0,561396.0,816804.0
發放現金股利,,,-146938.0,-146938.0,,,-132243.0,-132243.0,,,-133302.0,-133302.0,,,-195509.0,-195509.0
短期借款增加,237428.0,229559.0,173844.0,189900.0,435253.0,353393.0,265614.0,211277.0,196342.0,89644.0,235725.0,0.0,206954.0,50279.0,-73761.0,-183078.0
籌資活動之淨現金流入（流出）,217655.0,190017.0,137590.0,323874.0,484466.0,497760.0,412944.0,339229.0,176573.0,22647.0,16589.0,-150668.0,174050.0,-15531.0,-386365.0,-524981.0
繼續營業單位稅前淨利（淨損）,134172.0,199470.0,271189.0,430880.0,23534.0,51120.0,113120.0,263321.0,118110.0,162485.0,306035.0,437769.0,150965.0,248557.0,401248.0,586604.0
與營業活動相關之負債之淨變動合計,-174774.0,-83918.0,-111800.0,-97792.0,-74791.0,132671.0,218033.0,185196.0,-130324.0,-40333.0,53590.0,116154.0,-319029.0,-176343.0,-195176.0,-33075.0
與營業活動相關之資產之淨變動合計,-134626.0,-80377.0,45651.0,37386.0,-184456.0,-311766.0,-291110.0,-272873.0,-171742.0,-85762.0,-244388.0,-285489.0,2441.0,81399.0,208748.0,68659.0
與營業活動相關之資產及負債之淨變動合計,-309400.0,-164295.0,-66149.0,-60406.0,-259247.0,-179095.0,-73077.0,-87677.0,-302066.0,-126095.0,-190798.0,-169335.0,-316588.0,-94944.0,13572.0,35584.0
處分不動產、廠房及設備,13.0,40796.0,59090.0,65560.0,53.0,170.0,432.0,429.0,54.0,21132.0,56179.0,56600.0,28731.0,24202.0,76428.0,76361.0
處分及報廢不動產、廠房及設備損失（利益）,419.0,-36581.0,-52525.0,-58532.0,-53.0,171.0,372.0,678.0,289.0,-17286.0,-49179.0,-49305.0,-26045.0,-21498.0,-70269.0,-69975.0
處分投資損失（利益）,-9.0,-100.0,-279.0,-280.0,-126.0,-159.0,-4053.0,224.0,0.0,0.0,-68.0,-4288.0,-40.0,-288.0,-345.0,-766.0
調整項目合計,-273958.0,-133480.0,-11481.0,10280.0,-223549.0,-91141.0,86960.0,126950.0,-246803.0,-19740.0,-53986.0,34783.0,-266148.0,32019.0,160148.0,230200.0
資產負債表帳列之現金及約當現金,297739.0,366745.0,206502.0,211074.0,306843.0,211765.0,205716.0,240860.0,251412.0,263025.0,148418.0,196732.0,308518.0,420956.0,319066.0,263013.0
退還（支付）之所得稅,-36.0,-51094.0,-90279.0,-104858.0,6916.0,-25167.0,-33466.0,-33475.0,0.0,-42888.0,-65995.0,-66004.0,,-49424.0,-94196.0,-94723.0
