,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
母公司業主（綜合損益）,117780.0,3.55,20027.0,0.68,94154.0,2.52,1102385.0,7.31,349132.0,9.53,17683.0,0.51,297491.0,7.33,2794289.0,16.88,-495976.0,-14.48,-177893.0,-5.11,677313.0,15.99,272039.0,1.6,-91966.0,-2.08,-114746.0,-2.68,-160296.0,-3.13,48452.0,0.24
營業利益（損失）,45449.0,1.37,-97629.0,-3.34,193743.0,5.18,710892.0,4.72,226813.0,6.19,122389.0,3.55,395833.0,9.75,1341628.0,8.11,33342.0,0.97,-18697.0,-0.54,135465.0,3.2,660027.0,3.89,-172034.0,-3.9,6084.0,0.14,138184.0,2.69,616608.0,3.06
營業外收入及支出合計,59591.0,1.8,-41055.0,-1.4,22615.0,0.61,211359.0,1.4,121123.0,3.31,64007.0,1.86,-85655.0,-2.11,1935614.0,11.69,-85191.0,-2.49,21059.0,0.61,134217.0,3.17,208960.0,1.23,96572.0,2.19,125773.0,2.94,51560.0,1.01,385799.0,1.91
營業成本合計,1657320.0,49.96,1667641.0,57.03,2177477.0,58.26,8473741.0,56.22,2028261.0,55.38,1848813.0,53.63,2101699.0,51.77,8906290.0,53.81,1796979.0,52.47,1977714.0,56.85,2379110.0,56.18,9153723.0,53.92,2472330.0,56.03,2275264.0,53.16,2904853.0,56.63,10828889.0,53.7
營業收入合計,3317348.0,100.0,2924232.0,100.0,3737448.0,100.0,15071154.0,100.0,3662531.0,100.0,3447269.0,100.0,4060000.0,100.0,16551036.0,100.0,3424578.0,100.0,3478883.0,100.0,4234941.0,100.0,16974930.0,100.0,4412638.0,100.0,4280071.0,100.0,5129342.0,100.0,20164515.0,100.0
營業毛利（毛損）,1660028.0,50.04,1256591.0,42.97,1559971.0,41.74,6597413.0,43.78,1634270.0,44.62,1598456.0,46.37,1958301.0,48.23,7644746.0,46.19,1627599.0,47.53,1501169.0,43.15,1855831.0,43.82,7821207.0,46.08,1940308.0,43.97,2004807.0,46.84,2224489.0,43.37,9335626.0,46.3
營業毛利（毛損）淨額,1660028.0,50.04,1256591.0,42.97,1559971.0,41.74,6597413.0,43.78,1634270.0,44.62,1598456.0,46.37,1958301.0,48.23,7644746.0,46.19,1627599.0,47.53,1501169.0,43.15,1855831.0,43.82,7821207.0,46.08,1940308.0,43.97,2004807.0,46.84,2224489.0,43.37,9335626.0,46.3
營業費用合計,1614579.0,48.67,1354220.0,46.31,1366228.0,36.56,5886521.0,39.06,1407457.0,38.43,1476067.0,42.82,1562468.0,38.48,6303118.0,38.08,1594257.0,46.55,1519866.0,43.69,1720366.0,40.62,7161180.0,42.19,2112342.0,47.87,1998723.0,46.7,2086305.0,40.67,8719018.0,43.24
研究發展費用,100752.0,3.04,103180.0,3.53,89425.0,2.39,402869.0,2.67,66065.0,1.8,79473.0,2.31,94320.0,2.32,392790.0,2.37,90665.0,2.65,95477.0,2.74,104320.0,2.46,445348.0,2.62,115886.0,2.63,110532.0,2.58,110648.0,2.16,484345.0,2.4
確定福利計畫之再衡量數,,,,,,,,,,,,,,,,,,,,,,,-13273.0,-0.08,,,,,,,-3386.0,-0.02
確定福利計畫精算利益（損失）,,,,,,,1777.0,0.01,,,,,,,297.0,0.0,,,,,,,,,,,,,,,,
稀釋每股盈餘,0.41,,-0.75,,0.73,,4.25,,1.41,,0.52,,0.85,,8.72,,-0.19,,-0.53,,0.73,,1.85,,-0.19,,0.14,,0.54,,2.36,
稅前淨利（淨損）,105040.0,3.17,-138684.0,-4.74,216358.0,5.79,922251.0,6.12,347936.0,9.5,186396.0,5.41,310178.0,7.64,3277242.0,19.8,-51849.0,-1.51,2362.0,0.07,269682.0,6.37,868987.0,5.12,-75462.0,-1.71,131857.0,3.08,189744.0,3.7,1002407.0,4.97
管理費用,750525.0,22.62,599960.0,20.52,690280.0,18.47,2688587.0,17.84,660307.0,18.03,731195.0,21.21,937731.0,23.1,2990893.0,18.07,735218.0,21.47,724127.0,20.81,906249.0,21.4,3634642.0,21.41,1039660.0,23.56,1127796.0,26.35,1126722.0,21.97,4142910.0,20.55
繼續營業單位本期淨利（淨損）,80303.0,2.42,-152005.0,-5.2,148562.0,3.97,856940.0,5.69,284002.0,7.75,157941.0,4.58,257308.0,6.34,2637645.0,15.94,-58060.0,-1.7,-161732.0,-4.65,220763.0,5.21,564080.0,3.32,-58572.0,-1.33,44000.0,1.03,163389.0,3.19,716419.0,3.55
與其他綜合損益組成部分相關之所得稅,7204.0,0.22,34849.0,1.19,21888.0,0.59,82830.0,0.55,13363.0,0.36,-28729.0,-0.83,8315.0,0.2,32073.0,0.19,,,,,,,,,,,,,,,,
與可能重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,-89671.0,-2.62,-3292.0,-0.09,93365.0,2.2,-59719.0,-0.35,-6769.0,-0.15,-32514.0,-0.76,-66276.0,-1.29,-136764.0,-0.68
財務成本淨額,25154.0,0.76,22616.0,0.77,14389.0,0.38,85609.0,0.57,19701.0,0.54,20364.0,0.59,22611.0,0.56,89488.0,0.54,21302.0,0.62,19848.0,0.57,20647.0,0.49,82675.0,0.49,30373.0,0.69,29109.0,0.68,26443.0,0.52,115258.0,0.57
銷貨收入淨額,3317348.0,100.0,2924232.0,100.0,,,,,3662531.0,100.0,3447269.0,100.0,,,,,,,,,,,,,,,,,,,,
非控制權益（淨利／損）,-2307.0,-0.07,-1883.0,-0.06,2280.0,0.06,-28.0,0.0,112.0,0.0,-4.0,0.0,409.0,0.01,-55.0,0.0,107.0,0.0,89.0,0.0,-709.0,-0.02,475.0,0.0,344.0,0.01,0.0,0.0,103.0,0.0,239.0,0.0
非控制權益（綜合損益）,-2307.0,-0.07,-1883.0,-0.06,2280.0,0.06,-28.0,0.0,112.0,0.0,-4.0,0.0,409.0,0.01,-55.0,0.0,107.0,0.0,89.0,0.0,-709.0,-0.02,475.0,0.0,344.0,0.01,0.0,0.0,103.0,0.0,239.0,0.0
