,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
管理費用,"34,105",2.83,"34,105",2.83,"35,350",3.15,"38,573",3.23,"149,163",3.06,"32,359",2.65,"32,974",2.58,"35,730",2.89,"158,685",3.11,"41,101",3.18,"46,292",3.44,"33,863",2.99,"146,059",2.91,"31,781",3.19,"32,903",2.97,"38,393",3.64
繼續營業單位本期淨利（淨損）,"63,869",5.31,"63,869",5.31,"42,224",3.76,"53,016",4.43,"162,817",3.34,"68,510",5.62,"150,408",11.79,"77,193",6.24,"367,067",7.2,"155,005",12.01,"153,855",11.43,"94,060",8.3,"503,435",10.03,"105,378",10.58,"98,168",8.85,"78,937",7.48
繼續營業單位淨利（淨損）,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,
與可能重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,
與待出售非流動資產直接相關之權益,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,
財務成本淨額,"18,312",1.52,"18,312",1.52,"17,444",1.56,"16,981",1.42,"69,349",1.42,"15,444",1.27,"14,801",1.16,"14,524",1.17,"58,351",1.14,"12,288",0.95,"11,429",0.85,"10,701",0.94,"42,627",0.85,"7,511",0.75,"7,897",0.71,"7,885",0.75
金融資產重分類淨損益,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,
銷貨折讓,"2,736",0.23,"2,736",0.23,"3,013",0.27,"1,724",0.14,"9,695",0.2,"1,630",0.13,"1,812",0.14,"2,450",0.2,,,,,,,,,,,,,,,,
銷貨收入,"1,206,407",100.23,"1,206,407",100.23,"1,124,747",100.27,"1,197,527",100.14,"4,879,285",100.2,"1,220,977",100.13,"1,278,072",100.14,"1,239,133",100.2,,,,,,,,,,,,,,,,
銷貨收入淨額,"1,203,671",100.0,"1,203,671",100.0,"1,121,734",100.0,"1,195,803",100.0,"4,869,590",100.0,"1,219,347",100.0,"1,276,260",100.0,"1,236,683",100.0,,,,,,,,,,,,,,,,
除列按攤銷後成本衡量金融資產淨損益,0,0.0,0,0.0,0,0.0,,,,,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,
非控制權益（淨利／損）,"-5,685",-0.47,"-5,685",-0.47,"-3,927",-0.35,"-2,286",-0.19,"-16,628",-0.34,"-4,505",-0.37,"-1,152",-0.09,"-4,185",-0.34,"-12,473",-0.24,"-1,293",-0.1,"-5,395",-0.4,"-1,146",-0.1,"-7,398",-0.15,979,0.1,"-1,059",-0.1,-230,-0.02
非控制權益（綜合損益）,"-6,656",-0.55,"-6,656",-0.55,"-4,048",-0.36,"-2,007",-0.17,"-18,366",-0.38,"-2,240",-0.18,-834,-0.07,"-4,730",-0.38,"-11,325",-0.22,"-1,116",-0.09,"-5,273",-0.39,"-1,176",-0.1,"-7,186",-0.14,979,0.1,"-1,062",-0.1,-234,-0.02
