,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
取得不動產、廠房及設備,-6602.0,-23143.0,-27749.0,-36216.0,-13398.0,-17010.0,-20847.0,-20847.0,-34049.0,-15654.0,-24291.0,-35310.0,-4567.0,-14746.0,-30134.0,-39691.0
呆帳費用提列（轉列收入）數,-3125.0,-244.0,1507.0,15927.0,0.0,-1.0,-2.0,-2.0,1437.0,3193.0,3248.0,18097.0,0.0,1444.0,1444.0,4736.0
存入保證金增加,27261.0,40088.0,29809.0,0.0,52371.0,33932.0,32779.0,32779.0,-3000.0,29971.0,16396.0,267.0,15039.0,17055.0,12868.0,-267.0
存出保證金增加,-7133.0,-2961.0,10885.0,17591.0,3806.0,1502.0,3852.0,3852.0,-257.0,,-1604.0,1365.0,-2519.0,,,-1745.0
存貨（增加）減少,-20442.0,-117045.0,174473.0,457676.0,-367783.0,-573727.0,-441428.0,-441428.0,-209972.0,-32655.0,-34356.0,-69080.0,222652.0,228217.0,182381.0,162612.0
應付帳款增加（減少）,-33423.0,199416.0,-67190.0,-105398.0,11559.0,-14394.0,330.0,330.0,15054.0,-26476.0,-13775.0,31933.0,-11011.0,-29406.0,-3963.0,22603.0
應付票據增加（減少）,-18203.0,-19077.0,-13548.0,8474.0,-24945.0,-28127.0,-27942.0,-27942.0,-18532.0,-11481.0,-10689.0,-4411.0,-7290.0,-6893.0,-2392.0,558.0
應收帳款（增加）減少,87125.0,-116615.0,140575.0,126367.0,14885.0,33204.0,79249.0,79249.0,56938.0,75142.0,13086.0,38643.0,-50104.0,-16926.0,-84515.0,-124272.0
應收票據（增加）減少,61093.0,70285.0,73870.0,126686.0,35823.0,43962.0,4415.0,4415.0,23197.0,6710.0,-7818.0,37829.0,33627.0,6491.0,14723.0,-69257.0
應計退休金負債增加（減少）,-213.0,-457.0,-633.0,-809.0,-271.0,-580.0,-860.0,-860.0,-14523.0,,,,,,,
投資活動之淨現金流入（流出）,-16100.0,-34725.0,-6502.0,-136204.0,8552.0,416.0,34951.0,34951.0,10159.0,-15360.0,230566.0,242315.0,-11251.0,33398.0,45241.0,26939.0
折舊費用,30827.0,61864.0,92852.0,123789.0,30819.0,61559.0,91832.0,91832.0,122154.0,60386.0,89331.0,117687.0,26681.0,55422.0,83902.0,112465.0
攤銷費用,1871.0,3547.0,5162.0,6707.0,1565.0,3088.0,4569.0,4569.0,6519.0,3649.0,5357.0,7014.0,1127.0,2299.0,3554.0,4870.0
支付之利息,-13690.0,-25954.0,-40765.0,-54184.0,-13871.0,-28987.0,-43309.0,-43309.0,-56691.0,-24306.0,-35522.0,-45988.0,-9500.0,-17804.0,-26365.0,-33998.0
收取之利息,366.0,923.0,1338.0,2102.0,570.0,1272.0,1863.0,1863.0,2570.0,1374.0,1949.0,3194.0,88.0,780.0,48.0,11832.0
收益費損項目合計,,,,,,,,,,98422.0,137760.0,-528604.0,29725.0,60351.0,86806.0,84530.0
期初現金及約當現金餘額,120928.0,120928.0,120928.0,120928.0,258376.0,258376.0,258376.0,258376.0,258376.0,400457.0,400457.0,400457.0,451931.0,451931.0,451931.0,451931.0
期末現金及約當現金餘額,181295.0,185392.0,244042.0,258376.0,278493.0,380786.0,209567.0,209567.0,400457.0,265215.0,230804.0,451931.0,447112.0,923039.0,597814.0,427939.0
本期現金及約當現金增加（減少）數,60367.0,64464.0,123114.0,137448.0,20117.0,122410.0,-48809.0,-48809.0,142081.0,-135242.0,-169653.0,51474.0,-4819.0,471108.0,145883.0,-23992.0
本期稅前淨利（淨損）,30421.0,55491.0,55523.0,97969.0,47982.0,53381.0,-10811.0,-10811.0,79022.0,58265.0,134774.0,873315.0,137567.0,317758.0,452619.0,622991.0
淨確定福利負債增加(減少),,,,,,,,,,-297.0,-423.0,-547.0,-18320.0,-18105.0,-17894.0,-17684.0
營業活動之淨現金流入（流出）,195358.0,156803.0,422218.0,844651.0,-214881.0,-414265.0,-387498.0,-387498.0,54818.0,137271.0,162129.0,422745.0,284753.0,403807.0,438112.0,535338.0
營運產生之現金流入（流出）,208705.0,186566.0,472206.0,907353.0,-201538.0,-371102.0,-330691.0,-330691.0,136167.0,160296.0,199866.0,469732.0,294165.0,446312.0,502969.0,608143.0
短期借款增加,43127.0,293208.0,135283.0,216822.0,284451.0,422940.0,353329.0,353329.0,-106866.0,-64586.0,-282125.0,-446185.0,-188307.0,347382.0,216364.0,-6217.0
籌資活動之淨現金流入（流出）,-119428.0,-58242.0,-292947.0,-571463.0,226084.0,536134.0,303513.0,303513.0,76739.0,-257102.0,-562892.0,-618081.0,-253268.0,67767.0,-280391.0,-521560.0
繼續營業單位稅前淨利（淨損）,30421.0,55491.0,55523.0,97969.0,47982.0,53381.0,-10811.0,-10811.0,79022.0,58265.0,134774.0,873315.0,137567.0,317758.0,452619.0,622991.0
與營業活動相關之負債之淨變動合計,-57150.0,160104.0,-66172.0,-94625.0,-3440.0,-32945.0,-44448.0,-44448.0,8630.0,-73261.0,-45174.0,64688.0,-60581.0,-74904.0,-48842.0,20422.0
與營業活動相關之資產之淨變動合計,190926.0,-118575.0,350061.0,717129.0,-289269.0,-481386.0,-409634.0,-409634.0,-126739.0,76870.0,-27494.0,60333.0,187454.0,143107.0,12386.0,-119800.0
與營業活動相關之資產及負債之淨變動合計,133776.0,41529.0,283889.0,622504.0,-292709.0,-514331.0,-454082.0,-454082.0,-118109.0,3609.0,-72668.0,125021.0,126873.0,68203.0,-36456.0,-99378.0
處分不動產、廠房及設備,26.0,3710.0,3891.0,3943.0,14.0,487.0,8758.0,8758.0,9080.0,245.0,302.0,409495.0,284.0,285.0,1047.0,1338.0
處分及報廢不動產、廠房及設備損失（利益）,-24.0,16.0,-20.0,-27.0,129.0,79.0,6586.0,6586.0,6493.0,-58.0,-11.0,-404286.0,-192.0,-192.0,-902.0,-1192.0
處分投資損失（利益）,,,,0.0,,,,,,,,,,,,
調整項目合計,178284.0,131075.0,416683.0,809384.0,-249520.0,-424483.0,-319880.0,-319880.0,57145.0,102031.0,65092.0,-403583.0,156598.0,128554.0,50350.0,-14848.0
資產負債表帳列之現金及約當現金,181295.0,185392.0,244042.0,258376.0,278493.0,380786.0,209567.0,209567.0,400457.0,265215.0,230804.0,451931.0,447112.0,923039.0,597814.0,427939.0
退還（支付）之所得稅,-23.0,-4732.0,-10561.0,-10620.0,-42.0,-15448.0,-15361.0,-15361.0,-27228.0,-93.0,-4164.0,-4193.0,0.0,-25481.0,-39975.0,-39987.0
預付款項（增加）減少,-14255.0,10950.0,-38932.0,-38954.0,19835.0,428.0,25580.0,25580.0,11513.0,5246.0,-24524.0,-12480.0,-20120.0,-37430.0,-42586.0,-12210.0
