,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
營業成本合計,"393,630",85.53,"393,630",85.53,"419,977",86.12,"436,469",87.12,"1,766,933",87.27,"423,693",85.47,"454,883",89.44,"453,290",94.15,"1,865,890",89.78,"428,669",90.16,"444,616",91.98,"386,050",93.47,"1,718,202",92.51,"347,147",90.48,"384,500",95.19,"345,881",115.25
營業收入合計,"460,227",100.0,"460,227",100.0,"487,650",100.0,"500,996",100.0,"2,024,604",100.0,"495,721",100.0,"508,589",100.0,"481,447",100.0,"2,078,224",100.0,"475,433",100.0,"483,408",100.0,"413,010",100.0,"1,857,289",100.0,"383,670",100.0,"403,918",100.0,"300,124",100.0
營業毛利（毛損）,"66,597",14.47,"66,597",14.47,"67,673",13.88,"64,527",12.88,"257,671",12.73,"72,028",14.53,"53,706",10.56,"28,157",5.85,"212,334",10.22,"46,764",9.84,"38,792",8.02,"26,960",6.53,"139,087",7.49,"36,523",9.52,"19,418",4.81,"-45,757",-15.25
營業毛利（毛損）淨額,"66,597",14.47,"66,597",14.47,"67,673",13.88,"64,527",12.88,"257,671",12.73,"72,028",14.53,"53,706",10.56,"28,157",5.85,"212,334",10.22,"46,764",9.84,"38,792",8.02,"26,960",6.53,"139,087",7.49,"36,523",9.52,"19,418",4.81,"-45,757",-15.25
營業費用合計,"14,802",3.22,"14,802",3.22,"13,191",2.71,"13,701",2.73,"63,241",3.12,"17,106",3.45,"15,124",2.97,"26,286",5.46,"80,394",3.87,"14,024",2.95,"14,623",3.02,"14,734",3.57,"67,805",3.65,"20,739",5.41,"14,709",3.64,"19,332",6.44
稅前淨利（淨損）,"59,501",12.93,"59,501",12.93,"6,970",1.43,"105,312",21.02,"111,930",5.53,"61,690",12.44,"42,414",8.34,"65,586",13.62,"130,905",6.3,"31,441",6.61,"26,476",5.48,"64,495",15.62,"143,959",7.75,"197,272",51.42,"19,404",4.8,"-9,507",-3.17
管理費用,"12,301",2.67,"12,301",2.67,"10,825",2.22,"12,096",2.41,"54,604",2.7,"14,846",2.99,"13,865",2.73,"24,935",5.18,"73,732",3.55,"11,690",2.46,"13,365",2.76,"13,427",3.25,"60,494",3.26,"17,332",4.52,"12,362",3.06,"16,724",5.57
繼續營業單位本期淨利（淨損）,"61,097",13.28,"61,097",13.28,"17,151",3.52,"109,032",21.76,"146,860",7.25,"68,173",13.75,"36,589",7.19,"63,447",13.18,"142,301",6.85,"35,987",7.57,"24,910",5.15,"61,391",14.86,"144,466",7.78,"216,613",56.46,"18,707",4.63,"-8,727",-2.91
與其他綜合損益組成部分相關之所得稅,0,0.0,0,0.0,0,0.0,,,35,0.0,,,0,0.0,,,0,0.0,,,,,,,,,,,,,,
財務成本淨額,523,0.11,523,0.11,400,0.08,389,0.08,"1,700",0.08,391,0.08,472,0.09,412,0.09,"1,668",0.08,388,0.08,43,0.01,49,0.01,538,0.03,53,0.01,136,0.03,20,0.01
非控制權益（淨利／損）,296,0.06,296,0.06,161,0.03,217,0.04,827,0.04,206,0.04,80,0.02,197,0.04,536,0.03,154,0.03,114,0.02,122,0.03,471,0.03,"99,150",25.84,499,0.12,253,0.08
非控制權益（綜合損益）,295,0.06,295,0.06,164,0.03,218,0.04,834,0.04,205,0.04,79,0.02,199,0.04,536,0.03,153,0.03,111,0.02,122,0.03,467,0.03,"99,149",25.84,499,0.12,253,0.08
