,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
期初現金及約當現金餘額,96239.0,96239.0,96239.0,96239.0,666575.0,666575.0,666575.0,666575.0,366492.0,366492.0,366492.0,366492.0,201371.0,201371.0,201371.0,201371.0
期末現金及約當現金餘額,72020.0,81267.0,55806.0,666575.0,284629.0,304595.0,268200.0,366492.0,291163.0,245433.0,246525.0,201371.0,346325.0,258136.0,230044.0,334197.0
本期現金及約當現金增加（減少）數,-24219.0,-14972.0,-40433.0,570336.0,-381946.0,-361980.0,-398375.0,-300083.0,-75329.0,-121059.0,-119967.0,-165121.0,144954.0,56765.0,28673.0,132826.0
本期稅前淨利（淨損）,7207.0,14465.0,25618.0,31364.0,1112.0,1696.0,333.0,-22145.0,13759.0,19020.0,44168.0,46772.0,-528.0,101.0,-47830.0,-31129.0
淨確定福利負債增加(減少),,,,,,,,,548.0,1095.0,1646.0,2199.0,531.0,1061.0,1587.0,1954.0
無活絡市場之債務工具投資到期還本,,,,,,,,,,,,,,,0.0,
營業活動之淨現金流入（流出）,16642.0,27586.0,22032.0,37275.0,-5613.0,-7719.0,3495.0,1852.0,9728.0,1787.0,34292.0,49807.0,66905.0,46717.0,21530.0,38286.0
營運產生之現金流入（流出）,16629.0,27300.0,21763.0,36808.0,-6473.0,-9677.0,779.0,-1086.0,9325.0,792.0,32934.0,48480.0,66963.0,47386.0,23475.0,41556.0
現金增資,,,,627800.0,,,,0.0,,,,,,,,
發放現金股利,,,,,,,-35000.0,-35000.0,,,0.0,0.0,,,-25800.0,-25800.0
短期借款增加,,,,,,,,,,,,1000.0,,,50000.0,118894.0
短期借款減少,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,-61000.0
籌資活動之淨現金流入（流出）,,,,607800.0,,,-35000.0,-34958.0,-39029.0,-39029.0,-100343.0,-99343.0,150745.0,215056.0,255256.0,258442.0
繼續營業單位稅前淨利（淨損）,7207.0,14465.0,25618.0,31364.0,1112.0,1696.0,333.0,-22145.0,13759.0,19020.0,44168.0,46772.0,-528.0,101.0,-47830.0,-31129.0
與營業活動相關之負債之淨變動合計,-5651.0,950.0,-4555.0,-2360.0,4744.0,2764.0,-1193.0,15624.0,-2870.0,-6021.0,20991.0,8042.0,12118.0,-19648.0,23455.0,32104.0
與營業活動相關之資產之淨變動合計,10403.0,-159.0,-16380.0,-13399.0,-14637.0,-18791.0,-6798.0,-7163.0,-6604.0,-22812.0,-47600.0,-26842.0,50590.0,56122.0,30531.0,16264.0
與營業活動相關之資產及負債之淨變動合計,4752.0,791.0,-20935.0,-15759.0,-9893.0,-16027.0,-7991.0,8461.0,-9474.0,-28833.0,-26609.0,-18800.0,62708.0,36474.0,53986.0,48368.0
舉借長期借款,,,,,,,,,,,25463.0,25463.0,151745.0,217556.0,237556.0,237557.0
處分不動產、廠房及設備,449.0,448.0,448.0,448.0,0.0,0.0,0.0,0.0,,48.0,48.0,285.0,,0.0,0.0,0.0
處分原始認列時指定為透過損益按公允價值衡量之金融資產,,,,,,,,,,,,,,0.0,,
處分及報廢不動產、廠房及設備損失（利益）,-260.0,-260.0,-252.0,-252.0,0.0,0.0,0.0,0.0,,-48.0,-48.0,-130.0,,0.0,0.0,0.0
處分投資損失（利益）,,-23.0,-23.0,-23.0,0.0,-7.0,-7.0,-71.0,,0.0,-19.0,-19.0,,,0.0,-32.0
處分無活絡市場之債務工具投資,,,,,,,,,9495.0,,9495.0,9440.0,0.0,0.0,,4674.0
處分透過其他綜合損益按公允價值衡量之金融資產,60742.0,60742.0,60743.0,60742.0,0.0,25533.0,25533.0,249895.0,9453.0,18603.0,104459.0,104459.0,0.0,,0.0,181529.0
調整項目合計,9422.0,12835.0,-3855.0,5444.0,-7585.0,-11373.0,446.0,21059.0,-4434.0,-18228.0,-11234.0,1708.0,67491.0,47285.0,71305.0,72685.0
資產負債表帳列之現金及約當現金,72020.0,81267.0,55806.0,666575.0,284629.0,304595.0,268200.0,366492.0,291163.0,245433.0,246525.0,201371.0,346325.0,258136.0,230044.0,334197.0
退還（支付）之所得稅,,,,-29.0,,,,-237.0,,,,-184.0,,,,-75.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-384.0,1526.0,1002.0,-190.0,-2016.0,-3521.0,-3727.0,-4973.0,-335.0,842.0,-63.0,-329.0,-221.0,-441.0,-660.0,-638.0
預付款項（增加）減少,-6672.0,-4490.0,529.0,1195.0,-3088.0,-4038.0,-5744.0,-6288.0,-4140.0,-6515.0,-21031.0,3007.0,471.0,-2182.0,-11591.0,-17017.0
預收款項增加（減少）,-1603.0,309.0,-1924.0,-836.0,2449.0,-1074.0,-773.0,-1030.0,-63.0,61.0,3464.0,1937.0,23475.0,-2000.0,14796.0,14770.0
