,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
存貨（增加）減少,1262.0,6562.0,22061.0,23643.0,-4771.0,-31371.0,-28358.0,-37824.0,1686.0,3722.0,7730.0,9380.0,1458.0,1283.0,4363.0,4934.0
應付帳款增加（減少）,-19594.0,-14900.0,-15389.0,-18314.0,1983.0,22403.0,2268.0,-3821.0,3041.0,4230.0,2756.0,2383.0,324.0,-703.0,-978.0,-1059.0
應付票據增加（減少）,-248.0,-248.0,142.0,2494.0,-2742.0,-2098.0,-2560.0,-2179.0,-501.0,-94.0,-563.0,-563.0,0.0,31.0,0.0,0.0
應收帳款（增加）減少,6567.0,-28946.0,-32868.0,-24283.0,-12025.0,-6272.0,49132.0,68278.0,-7883.0,-14034.0,-14526.0,-18279.0,4939.0,10.0,10786.0,19367.0
應收票據（增加）減少,-10454.0,2665.0,-823.0,6991.0,5163.0,30789.0,22327.0,26422.0,9532.0,10719.0,12286.0,2249.0,6613.0,16260.0,14151.0,13814.0
應計退休金負債增加（減少）,-128.0,-255.0,-382.0,-501.0,-120.0,-240.0,-360.0,-481.0,,,,,,,,
投資活動之淨現金流入（流出）,-4533.0,-23748.0,-63724.0,-74578.0,-82487.0,-101056.0,-172402.0,-340334.0,-12813.0,-94794.0,-119850.0,-141214.0,-78037.0,-138779.0,-211251.0,-328693.0
折舊費用,1174.0,2303.0,3366.0,4374.0,1001.0,1981.0,2970.0,3843.0,565.0,1060.0,1524.0,1936.0,420.0,836.0,1252.0,1668.0
攤銷費用,0.0,0.0,0.0,0.0,,,,,,,,,,,,
支付之利息,-3175.0,-7489.0,-10974.0,-14392.0,-3750.0,-7266.0,-10898.0,-15347.0,-5653.0,-9853.0,-14532.0,-19327.0,-5429.0,-12285.0,-21065.0,-24997.0
收取之利息,1.0,98.0,113.0,597.0,102.0,120.0,522.0,539.0,12.0,1064.0,1064.0,1391.0,130.0,1658.0,1659.0,1660.0
收益費損項目合計,,,,,,,,,-4956.0,25818.0,-31654.0,-59534.0,-81508.0,-135831.0,-249587.0,-220290.0
期初現金及約當現金餘額,15140.0,15140.0,15140.0,15140.0,10342.0,10342.0,10342.0,10342.0,9455.0,9455.0,9455.0,9455.0,13940.0,13940.0,13940.0,13940.0
期末現金及約當現金餘額,25304.0,26526.0,18771.0,10342.0,9453.0,11270.0,12359.0,9455.0,8718.0,10479.0,9470.0,13940.0,8857.0,7216.0,9811.0,7754.0
本期現金及約當現金增加（減少）數,10164.0,11386.0,3631.0,-4798.0,-889.0,928.0,2017.0,-887.0,-737.0,1024.0,15.0,4485.0,-5083.0,-6724.0,-4129.0,-6186.0
本期稅前淨利（淨損）,-32289.0,-46858.0,-36303.0,-43348.0,27664.0,63548.0,137332.0,50459.0,-48.0,-32155.0,23815.0,47465.0,84522.0,146930.0,274843.0,230349.0
淨確定福利負債增加(減少),,,,,,,,,-9.0,-16.0,-9.0,3.0,-25.0,-31.0,-28.0,-24.0
營業活動之淨現金流入（流出）,-35181.0,-48134.0,-37127.0,10408.0,-22511.0,-38886.0,-20170.0,-17262.0,-22367.0,-31526.0,-5247.0,7884.0,40009.0,60029.0,140606.0,160878.0
營運產生之現金流入（流出）,-32007.0,-39078.0,-30248.0,8578.0,-18863.0,-31738.0,-32494.0,-26196.0,-16726.0,-22456.0,-19299.0,-3338.0,45284.0,70739.0,111469.0,115059.0
短期借款增加,38565.0,27338.0,33426.0,0.0,172322.0,260993.0,314001.0,524709.0,0.0,0.0,0.0,0.0,34246.0,75568.0,28659.0,42763.0
籌資活動之淨現金流入（流出）,49931.0,83332.0,104517.0,59424.0,104153.0,140873.0,194630.0,356850.0,34453.0,127367.0,125074.0,137778.0,32965.0,72352.0,66878.0,161651.0
繼續營業單位稅前淨利（淨損）,-32289.0,-46858.0,-36303.0,-43348.0,27664.0,63548.0,137332.0,50459.0,-48.0,-32155.0,23815.0,47465.0,84522.0,146930.0,274843.0,230349.0
與營業活動相關之負債之淨變動合計,-29495.0,-36695.0,-33940.0,-27937.0,2649.0,23288.0,222.0,-87.0,818.0,2427.0,682.0,6705.0,1531.0,8359.0,11468.0,-6404.0
與營業活動相關之資產之淨變動合計,2556.0,5432.0,9578.0,43206.0,-22288.0,-53598.0,-27466.0,-13187.0,-12540.0,-18546.0,-12142.0,2026.0,40739.0,51281.0,74745.0,111404.0
與營業活動相關之資產及負債之淨變動合計,-26939.0,-31263.0,-24362.0,15269.0,-19639.0,-30310.0,-27244.0,-13274.0,-11722.0,-16119.0,-11460.0,8731.0,42270.0,59640.0,86213.0,105000.0
處分不動產、廠房及設備,,,14.0,40.0,,,0.0,0.0,,,,,,7.0,7.0,8.0
處分及報廢不動產、廠房及設備損失（利益）,,,-1.0,30.0,,,0.0,1392.0,,,,0.0,,15.0,15.0,131.0
處分投資損失（利益）,7815.0,10379.0,12585.0,12703.0,-2387.0,-18321.0,-19734.0,-20290.0,-119.0,-148.0,-928.0,-23900.0,-24348.0,-28596.0,-30338.0,-30022.0
調整項目合計,282.0,7780.0,6055.0,51926.0,-46527.0,-95286.0,-169826.0,-76655.0,-16678.0,9699.0,-43114.0,-50803.0,-39238.0,-76191.0,-163374.0,-115290.0
資產負債表帳列之現金及約當現金,25304.0,26526.0,18771.0,10342.0,9453.0,11270.0,12359.0,9455.0,8718.0,10479.0,9470.0,13940.0,8857.0,7216.0,9811.0,7754.0
退還（支付）之所得稅,0.0,-1665.0,,-1680.0,,-2.0,-23.0,-23.0,,-281.0,-304.0,-300.0,24.0,-83.0,-46.0,-41.0
預付款項（增加）減少,-10783.0,3232.0,-2272.0,4746.0,4481.0,4462.0,4510.0,4359.0,791.0,972.0,809.0,537.0,2.0,629.0,-268.0,748.0
