,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
發放現金股利,,,-132170.0,-132170.0,,,-118271.0,-118271.0,,,-228882.0,-228883.0,,,-304423.0,-304423.0
發行公司債,,,597000.0,597000.0,,,0.0,0.0,,,,,,,,
短期借款增加,517126.0,,,106000.0,75000.0,135000.0,327000.0,391694.0,0.0,10000.0,35000.0,35000.0,,20000.0,20000.0,20000.0
短期借款減少,,535949.0,-28124.0,-35024.0,-106000.0,-121000.0,-301000.0,-447694.0,-50000.0,-60000.0,-85000.0,-85000.0,0.0,0.0,-20000.0,-20000.0
籌資活動之淨現金流入（流出）,517126.0,536454.0,1132223.0,1231322.0,-31000.0,14000.0,-92271.0,-174271.0,-50000.0,-50000.0,-278882.0,-278883.0,0.0,20000.0,-304423.0,-304423.0
繼續營業單位稅前淨利（淨損）,64578.0,121302.0,148599.0,193780.0,79948.0,193165.0,266884.0,335094.0,113667.0,263021.0,378071.0,451490.0,189274.0,351492.0,465233.0,505699.0
股份基礎給付酬勞成本,,,32453.0,32426.0,1002.0,4007.0,6393.0,9133.0,1918.0,2860.0,4053.0,5247.0,994.0,1590.0,2187.0,2783.0
與營業活動相關之負債之淨變動合計,-28004.0,-3933.0,6682.0,20264.0,15882.0,59025.0,-1606.0,59500.0,-189.0,24905.0,826.0,85062.0,-17977.0,-18119.0,-60222.0,3995.0
與營業活動相關之資產之淨變動合計,-233599.0,-43439.0,-60499.0,-101949.0,-1637.0,-38755.0,-60288.0,-118682.0,4690.0,-68944.0,-46070.0,27544.0,-168955.0,-131915.0,-47938.0,-24030.0
與營業活動相關之資產及負債之淨變動合計,-261603.0,-47372.0,-53817.0,-81685.0,14245.0,20270.0,-61894.0,-59182.0,4501.0,-44039.0,-45244.0,112606.0,-186932.0,-150034.0,-108160.0,-20035.0
處分不動產、廠房及設備,,1110.0,846.0,846.0,,0.0,0.0,0.0,,,,,,,58.0,830.0
處分原始認列時指定為透過損益按公允價值衡量之金融資產,,,,45051.0,,,,0.0,,,,,,,,
處分及報廢不動產、廠房及設備損失（利益）,,0.0,1536.0,1673.0,,13.0,13.0,116.0,636.0,636.0,636.0,636.0,0.0,0.0,1379.0,607.0
處分投資性不動產損失（利益）,,,,,,,0.0,,,,,,,,,
處分投資損失（利益）,,,,-51.0,,,,0.0,,,,,,,,
處分採用權益法之投資損失（利益）,,,,,,-40117.0,-40117.0,-40117.0,,0.0,0.0,0.0,,,,
處分無形資產損失（利益）,,,82.0,82.0,,,,0.0,,,,,,,,
調整項目合計,-230514.0,15147.0,80695.0,90712.0,54860.0,61494.0,16306.0,59952.0,42983.0,30319.0,62944.0,255083.0,-151682.0,-80352.0,-4155.0,116848.0
負債準備增加（減少）,,127.0,10.0,337.0,-579.0,-547.0,-511.0,-67.0,-187.0,-75.0,187.0,363.0,-5.0,14.0,339.0,949.0
資產負債表帳列之現金及約當現金,28353.0,33416.0,518024.0,677204.0,669839.0,585578.0,441878.0,399044.0,366474.0,320334.0,159748.0,370208.0,351325.0,444511.0,237635.0,326777.0
退還（支付）之所得稅,,-22358.0,-43213.0,-42830.0,-2545.0,-18956.0,-37497.0,-38061.0,-28.0,-23588.0,-44194.0,-44454.0,-24.0,-74072.0,-121105.0,-121364.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,160.0,0.0,-135.0,103.0,-104.0,70.0,-368.0,-456.0,-616.0,-869.0,-1393.0,-1888.0,-359.0,-655.0,-995.0,-1452.0
預付款項（增加）減少,3131.0,5439.0,4924.0,2035.0,2461.0,2697.0,3206.0,3478.0,-188.0,-423.0,-211.0,-4258.0,2579.0,1045.0,2135.0,4147.0
預付設備款增加,-10726.0,,-65223.0,-82659.0,-33013.0,-60413.0,-73598.0,-93336.0,-26491.0,-54034.0,-68455.0,-78038.0,-32883.0,-38028.0,-54556.0,-65114.0
預付設備款減少,,-83441.0,,,16505.0,,,,1264.0,9089.0,58317.0,65672.0,2256.0,34249.0,49354.0,53807.0
預付費用（增加）減少,-1238.0,-1843.0,69.0,-1428.0,2102.0,-60.0,984.0,926.0,1931.0,-562.0,793.0,883.0,959.0,-703.0,-55.0,240.0
預收款項增加（減少）,1073.0,15256.0,1310.0,1535.0,37857.0,-929.0,-14898.0,7696.0,1716.0,-4197.0,4604.0,50244.0,-44091.0,-44518.0,-46120.0,-26307.0
