,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
本期現金及約當現金增加（減少）數,376033.0,343985.0,-300933.0,-745584.0,503342.0,-105053.0,-986376.0,-361825.0,79919.0,482171.0,-81510.0,408094.0,224007.0,628621.0,801716.0,1371454.0
本期稅前淨利（淨損）,407273.0,875434.0,1135362.0,1408513.0,185030.0,397418.0,527677.0,602209.0,134298.0,366381.0,570832.0,802884.0,191058.0,391003.0,597654.0,810600.0
淨確定福利負債增加(減少),,,,,,,,,238.0,481.0,728.0,971.0,-79.0,-126.0,-163.0,-194.0
營業活動之淨現金流入（流出）,412645.0,456241.0,970759.0,939473.0,491542.0,247412.0,277603.0,888295.0,240652.0,588737.0,764352.0,1044530.0,663048.0,826347.0,1129667.0,1665024.0
營運產生之現金流入（流出）,414622.0,642678.0,1285120.0,1219275.0,490958.0,379604.0,546203.0,1147650.0,244912.0,602941.0,850421.0,1126131.0,664303.0,923648.0,1324039.0,1851794.0
發放現金股利,,,-779916.0,-779916.0,0.0,,-811113.0,-811113.0,,,-140592.0,-140592.0,,,-219325.0,-219325.0
短期借款增加,127992.0,491361.0,479156.0,426109.0,380373.0,316653.0,433403.0,587691.0,85699.0,212268.0,401755.0,424830.0,-16055.0,-241329.0,,
短期借款減少,,,,,,,,,,,,,,,-746697.0,-719601.0
籌資活動之淨現金流入（流出）,127992.0,489902.0,-302363.0,-355410.0,380373.0,316653.0,-377710.0,-221766.0,105699.0,232268.0,282047.0,305979.0,-13328.0,16651.0,-155884.0,-137619.0
繼續營業單位稅前淨利（淨損）,407273.0,875434.0,1135362.0,1408513.0,185030.0,397418.0,527677.0,602209.0,134298.0,366381.0,570832.0,802884.0,191058.0,391003.0,597654.0,810600.0
股份基礎給付酬勞成本,,,,,,,,,2352.0,4731.0,7136.0,8267.0,2633.0,5295.0,7987.0,10116.0
與營業活動相關之負債之淨變動合計,86706.0,71460.0,145851.0,197087.0,-54160.0,-265038.0,-208352.0,-453503.0,107704.0,53482.0,40192.0,46390.0,106107.0,5162.0,46158.0,31447.0
與營業活動相關之資產之淨變動合計,-249044.0,-600514.0,-440300.0,-827393.0,226073.0,-22690.0,-216169.0,445658.0,-127822.0,-2370.0,-106040.0,-167357.0,268288.0,279239.0,284787.0,418015.0
與營業活動相關之資產及負債之淨變動合計,-162338.0,-529054.0,-294449.0,-630306.0,171913.0,-287728.0,-424521.0,-7845.0,-20118.0,51112.0,-65848.0,-120967.0,374395.0,284401.0,330945.0,449462.0
舉借長期借款,,,,,,,,,,,,,,255252.0,811530.0,802993.0
處分不動產、廠房及設備,0.0,8.0,308.0,6984.0,324.0,618.0,930.0,1426.0,414.0,411.0,411.0,451.0,0.0,484.0,556.0,555.0
處分及報廢不動產、廠房及設備損失（利益）,196.0,1248.0,1008.0,-3338.0,126.0,46.0,2997.0,4077.0,68.0,603.0,793.0,843.0,58.0,133.0,545.0,626.0
處分採用權益法之投資損失（利益）,,,,,,,,,,-95381.0,-95381.0,-95381.0,,0.0,0.0,0.0
處分無形資產,,,,0.0,,,,,,,,,,,,
調整項目合計,7349.0,-232756.0,149758.0,-189238.0,305928.0,-17814.0,18526.0,545441.0,110614.0,236560.0,279589.0,323247.0,473245.0,532645.0,726385.0,1041194.0
資產負債表帳列之現金及約當現金,3411045.0,3378997.0,2734079.0,2289428.0,2792770.0,2184375.0,1303052.0,1927603.0,2007522.0,2409774.0,1846093.0,2335697.0,2559704.0,2964318.0,3137413.0,3707151.0
退還（支付）之所得稅,-564.0,-183436.0,-309112.0,-309532.0,-382.0,-6532.0,-287439.0,-287647.0,-6199.0,-25579.0,-102843.0,-103122.0,-256.0,-102884.0,-193062.0,-193277.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,1624.0,1804.0,-1111.0,1611.0,-34.0,-2934.0,4311.0,2531.0,-5515.0,-3146.0,-2522.0,-3524.0,-5459.0,-2133.0,-2338.0,2677.0
非控制權益變動,0.0,-1459.0,-1603.0,-1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
非金融資產減損迴轉利益,-71.0,-1106.0,-1138.0,-3185.0,0.0,0.0,-91.0,-140.0,0.0,0.0,-673.0,-4193.0,243.0,-721.0,-721.0,889.0
預付款項（增加）減少,38896.0,-54115.0,49052.0,14599.0,37095.0,32671.0,14328.0,36411.0,-32059.0,-40224.0,-39663.0,-26074.0,27955.0,-3743.0,-74711.0,-54776.0
預付設備款增加,,-205859.0,-360112.0,-487112.0,-84794.0,-140931.0,-160532.0,-176131.0,22885.0,24719.0,-4428.0,-9729.0,-33061.0,-14408.0,-18585.0,-28623.0
預收款項增加（減少）,,,73229.0,73629.0,24976.0,-48864.0,-46093.0,-37856.0,-11702.0,-30743.0,-24477.0,5580.0,-13254.0,-15309.0,11722.0,18848.0
