,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
營業費用合計,266425.0,22.47,267505.0,19.99,259996.0,20.97,1145033.0,22.5,250494.0,22.83,287385.0,25.04,259741.0,25.91,1041124.0,25.41,203319.0,20.77,238765.0,24.79,234596.0,23.87,926951.0,23.44,235880.0,23.09,235546.0,23.21,232744.0,23.47,937685.0,23.26
研究發展費用,94637.0,7.98,91580.0,6.84,97470.0,7.86,417875.0,8.21,93411.0,8.51,125765.0,10.96,101526.0,10.13,415888.0,10.15,76529.0,7.82,81536.0,8.47,77462.0,7.88,324214.0,8.2,67803.0,6.64,75308.0,7.42,73175.0,7.38,279575.0,6.94
確定福利計畫之再衡量數,,,,,,,,,,,,,,,,,,,,,,,6821.0,0.17,,,,,,,-7393.0,-0.18
確定福利計畫精算利益（損失）,,,,,,,498.0,0.01,,,,,,,-2184.0,-0.05,,,,,,,,,,,,,,,,
稀釋每股盈餘,0.54,,0.62,,0.37,,1.88,,0.24,,0.28,,0.17,,0.69,,0.16,,0.19,,0.27,,0.87,,0.23,,0.24,,0.22,,0.86,
稅前淨利（淨損）,407273.0,34.35,468161.0,34.98,259928.0,20.97,1408513.0,27.68,185030.0,16.86,212388.0,18.5,130259.0,12.99,602209.0,14.7,134298.0,13.72,232083.0,24.1,204451.0,20.8,802884.0,20.3,191058.0,18.7,199945.0,19.7,206651.0,20.84,810600.0,20.11
管理費用,129521.0,10.92,126007.0,9.41,118975.0,9.6,538715.0,10.59,113686.0,10.36,113198.0,9.86,113102.0,11.28,447541.0,10.92,92086.0,9.41,117469.0,12.2,114119.0,11.61,445701.0,11.27,134619.0,13.18,117045.0,11.53,118636.0,11.96,488139.0,12.11
繼續營業單位本期淨利（淨損）,350164.0,29.53,406078.0,30.34,252460.0,20.36,1273404.0,25.03,165345.0,15.07,192556.0,16.78,121397.0,12.11,484143.0,11.81,112791.0,11.52,132196.0,13.73,194753.0,19.81,634965.0,16.05,171922.0,16.83,174402.0,17.18,165548.0,16.69,658693.0,16.34
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,1160.0,0.03,,,,,,,-1258.0,-0.03
與其他綜合損益組成部分相關之所得稅,,,,,,,85.0,0.0,,,,,,,-371.0,-0.01,,,,,,,,,,,,,,,,
財務成本淨額,1413.0,0.12,1588.0,0.12,2248.0,0.18,7916.0,0.16,4175.0,0.38,-2568.0,-0.22,1532.0,0.15,4139.0,0.1,1411.0,0.14,1481.0,0.15,2620.0,0.27,9018.0,0.23,7844.0,0.77,3361.0,0.33,12004.0,1.21,36116.0,0.9
非控制權益（淨利／損）,44.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
非控制權益（綜合損益）,44.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
