,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
呆帳費用提列（轉列收入）數,101.0,-293.0,499.0,610.0,15.0,-1223.0,-1546.0,-1650.0,94.0,420.0,189.0,780.0,146.0,1037.0,2769.0,-91.0
存出保證金增加,0.0,-40.0,-40.0,-40.0,,2100.0,,,,-222.0,-226.0,-216.0,,,-233.0,-220.0
存出保證金減少,,,,,2100.0,,2140.0,2328.0,188.0,,,,16.0,20.0,,
存貨（增加）減少,-1246.0,-5364.0,-11664.0,-14170.0,-6603.0,-9653.0,-15402.0,-29276.0,11474.0,2705.0,6810.0,4636.0,5292.0,11567.0,14026.0,10566.0
庫藏股票買回成本,,,,,,,,,,-48409.0,-48409.0,-48409.0,,0.0,0.0,0.0
應付帳款增加（減少）,3281.0,-601.0,-3680.0,-1895.0,-170.0,-142.0,-330.0,6416.0,-3678.0,-2238.0,-7193.0,78.0,-6666.0,-6528.0,-7686.0,-4837.0
應付帳款－關係人增加（減少）,,,,,,,,,,,,,,,81.0,250.0
應付票據增加（減少）,-102.0,-180.0,-623.0,-596.0,70.0,-59.0,42.0,-95.0,245.0,1008.0,142.0,1285.0,-1002.0,-950.0,-1331.0,-396.0
應收帳款（增加）減少,-4096.0,1094.0,7289.0,12440.0,-9540.0,-11288.0,-2513.0,4707.0,-4558.0,-10456.0,-9416.0,-3623.0,-6479.0,-7860.0,-7502.0,-4609.0
應收帳款－關係人（增加）減少,,,,,,,,,,,,,,,,-4997.0
應收票據（增加）減少,-1616.0,3214.0,-5.0,1965.0,1423.0,1304.0,1011.0,524.0,-3545.0,-3344.0,-1119.0,-2990.0,3172.0,2807.0,2889.0,5814.0
投資活動之淨現金流入（流出）,-7947.0,-17051.0,-22594.0,-34346.0,-2384.0,-6556.0,-13552.0,-17414.0,-4204.0,-88267.0,-328215.0,-366393.0,-21433.0,19416.0,56741.0,30619.0
折舊費用,4247.0,8196.0,12073.0,15873.0,4016.0,7917.0,11805.0,15641.0,3718.0,7367.0,11008.0,14490.0,3317.0,6494.0,9539.0,13535.0
持有供交易之金融資產（增加）減少,,,,,,,,,,,,-738.0,,,,-8.0
採用權益法認列之關聯企業及合資損失（利益）之份額,11.0,134.0,161.0,197.0,8.0,145.0,154.0,201.0,22.0,33.0,162.0,171.0,11.0,13.0,129.0,149.0
攤銷費用,5773.0,11614.0,17559.0,23454.0,5815.0,11637.0,17326.0,23078.0,5555.0,10959.0,16288.0,21697.0,5497.0,11193.0,16826.0,22257.0
收取之利息,1351.0,2754.0,4077.0,5457.0,1635.0,3283.0,4818.0,6453.0,1777.0,3212.0,3820.0,4534.0,668.0,1237.0,1690.0,1891.0
收益費損項目合計,,,,,,,,,7684.0,15685.0,23732.0,33044.0,8192.0,17418.0,27815.0,33694.0
期初現金及約當現金餘額,487767.0,487767.0,487767.0,487767.0,491743.0,491743.0,491743.0,491743.0,503007.0,503007.0,503007.0,503007.0,102517.0,102517.0,102517.0,102517.0
期末現金及約當現金餘額,519614.0,541189.0,471717.0,491743.0,497583.0,514450.0,467982.0,503007.0,498531.0,388771.0,106085.0,102517.0,91151.0,150752.0,179807.0,162647.0
本期現金及約當現金增加（減少）數,31847.0,53422.0,-16050.0,3976.0,5840.0,22707.0,-23761.0,11264.0,-4476.0,-114236.0,-396922.0,-400490.0,-11366.0,48235.0,77290.0,60130.0
本期稅前淨利（淨損）,29826.0,53432.0,71975.0,88495.0,16477.0,31063.0,50676.0,77396.0,728.0,32067.0,42871.0,55447.0,17226.0,26551.0,35466.0,57029.0
營業活動之淨現金流入（流出）,39794.0,70473.0,78000.0,109778.0,8224.0,29263.0,55293.0,94180.0,-353.0,22594.0,38341.0,73428.0,10385.0,29470.0,60991.0,71936.0
營運產生之現金流入（流出）,38575.0,78524.0,94464.0,125000.0,6754.0,26310.0,57425.0,96761.0,-1952.0,27781.0,51791.0,86228.0,11174.0,38790.0,69858.0,92574.0
發放現金股利,,,-71456.0,-71456.0,0.0,,-65502.0,-65502.0,,,-59547.0,-59547.0,,,-11145.0,-11145.0
籌資活動之淨現金流入（流出）,,,-71456.0,-71456.0,0.0,,-65502.0,-65502.0,,-48409.0,-107956.0,-107956.0,,0.0,-39007.0,-39007.0
繼續營業單位稅前淨利（淨損）,29826.0,53432.0,71975.0,88495.0,16477.0,31063.0,50676.0,77396.0,728.0,32067.0,42871.0,55447.0,17226.0,26551.0,35466.0,57029.0
與營業活動相關之負債之淨變動合計,8540.0,8286.0,-1247.0,2085.0,-2357.0,28.0,1919.0,13255.0,-13553.0,-7762.0,-12563.0,-693.0,-13634.0,-8568.0,-1518.0,-2250.0
與營業活動相關之資產之淨變動合計,-8572.0,-16.0,-2256.0,-45.0,-15535.0,-19929.0,-18016.0,-24437.0,3189.0,-12209.0,-2249.0,-1570.0,-610.0,3389.0,8095.0,4101.0
與營業活動相關之資產及負債之淨變動合計,-32.0,8270.0,-3503.0,2040.0,-17892.0,-19901.0,-16097.0,-11182.0,-10364.0,-19971.0,-14812.0,-2263.0,-14244.0,-5179.0,6577.0,1851.0
處分不動產、廠房及設備,,90.0,240.0,240.0,0.0,0.0,0.0,180.0,0.0,95.0,334.0,521.0,128.0,128.0,287.0,352.0
處分及報廢不動產、廠房及設備損失（利益）,,-90.0,-239.0,-217.0,0.0,0.0,0.0,-180.0,32.0,-62.0,-303.0,-490.0,-128.0,-128.0,-287.0,-352.0
調整項目合計,8749.0,25092.0,22489.0,36505.0,-9723.0,-4753.0,6749.0,19365.0,-2680.0,-4286.0,8920.0,30781.0,-6052.0,12239.0,34392.0,35545.0
資產負債表帳列之現金及約當現金,519614.0,541189.0,471717.0,491743.0,497583.0,514450.0,467982.0,503007.0,498531.0,388771.0,106085.0,102517.0,91151.0,150752.0,179807.0,162647.0
退還（支付）之所得稅,-132.0,-10805.0,-20541.0,-20679.0,-165.0,-330.0,-6950.0,-9034.0,-178.0,-8399.0,-17270.0,-17334.0,-1457.0,-10557.0,-10557.0,-22529.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,,,,,,,,,,,,738.0,,0.0,,8.0
預付款項（增加）減少,,-979.0,-116.0,-726.0,-679.0,-170.0,-752.0,591.0,-982.0,-1979.0,45.0,636.0,-1569.0,-2036.0,-1114.0,-2524.0
預付設備款增加,,,,,,,0.0,-171.0,0.0,-70113.0,-5550.0,-10549.0,-5031.0,-6528.0,-2833.0,-3730.0
預付費用（增加）減少,-3975.0,,,,,,,,,,,,,,,
