,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
流動資產合計,1186337.0,89.51,1199424.0,90.0,1136625.0,89.7,1144958.0,89.09,1166127.0,89.8,1187471.0,90.06,1137835.0,89.63,1177500.0,90.03,1167758.0,89.79,1080020.0,84.32,947345.0,77.5,961745.0,77.0,955673.0,76.16,955945.0,75.72,916193.0,73.9,886313.0,71.0
無形資產,40372.0,3.05,39044.0,2.93,38564.0,3.04,38144.0,2.97,34239.0,2.64,32310.0,2.45,31950.0,2.52,31051.0,2.37,31327.0,2.41,30607.0,2.39,31859.0,2.61,33750.0,2.7,36132.0,2.88,39079.0,3.1,37763.0,3.05,35433.0,2.84
特別盈餘公積,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02,226.0,0.02
現金及約當現金,519614.0,39.21,541189.0,40.61,471717.0,37.23,491743.0,38.26,497583.0,38.32,514450.0,39.02,467982.0,36.86,503007.0,38.46,498531.0,38.33,388771.0,30.35,106085.0,8.68,102517.0,8.21,91151.0,7.26,150752.0,11.94,179807.0,14.5,162647.0,13.03
當期所得稅負債,11213.0,0.85,79.0,0.01,0.0,0.0,0.0,0.0,4033.0,0.31,9153.0,0.69,7501.0,0.59,10958.0,0.84,,,,,,,,,,,,,,,,
當期所得稅資產,,,,,6553.0,0.52,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
股本合計,595469.0,44.93,595469.0,44.68,595469.0,46.99,595469.0,46.33,595469.0,45.85,595469.0,45.16,595469.0,46.91,595469.0,45.53,595469.0,45.79,595469.0,46.49,580469.0,47.49,580469.0,46.48,580469.0,46.26,587899.0,46.57,587899.0,47.42,587899.0,47.1
負債及權益總計,,,,,,,,,,,,,,,,,1300526.0,100.0,1280929.0,100.0,1222323.0,100.0,1248979.0,100.0,1254818.0,100.0,1262457.0,100.0,1239760.0,100.0,1248276.0,100.0
負債總計,,,,,,,,,,,,,,,,,70130.0,5.39,133318.0,10.41,64902.0,5.31,82352.0,6.59,73849.0,5.89,107612.0,8.52,78014.0,6.29,72059.0,5.77
負債總額,72709.0,5.49,131681.0,9.88,50645.0,4.0,55421.0,4.31,55136.0,4.25,128259.0,9.73,62841.0,4.95,78153.0,5.98,,,,,,,,,,,,,,,,
資本公積合計,515372.0,38.89,515372.0,38.67,515372.0,40.67,515372.0,40.1,515372.0,39.69,515372.0,39.09,515372.0,40.6,515372.0,39.41,515372.0,39.63,515372.0,40.23,502389.0,41.1,502389.0,40.22,502389.0,40.04,474527.0,37.59,474527.0,38.28,474527.0,38.01
資本公積－發行溢價,515372.0,38.89,515372.0,38.67,515372.0,40.67,515372.0,40.1,515372.0,39.69,515372.0,39.09,515372.0,40.6,515372.0,39.41,515372.0,39.63,515372.0,40.23,502389.0,41.1,502389.0,40.22,502389.0,40.04,474527.0,37.59,474527.0,38.28,474527.0,38.01
資產總計,,,,,,,,,,,,,,,,,1300526.0,100.0,1280929.0,100.0,1222323.0,100.0,1248979.0,100.0,1254818.0,100.0,1262457.0,100.0,1239760.0,100.0,1248276.0,100.0
資產總額,1325321.0,100.0,1332667.0,100.0,1267144.0,100.0,1285178.0,100.0,1298629.0,100.0,1318504.0,100.0,1269479.0,100.0,1307877.0,100.0,,,,,,,,,,,,,,,,
遞延所得稅負債,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,0.04
遞延所得稅資產,42560.0,3.21,38389.0,2.88,38462.0,3.04,41316.0,3.21,42773.0,3.29,45726.0,3.47,47475.0,3.74,49555.0,3.79,55241.0,4.25,55560.0,4.34,58093.0,4.75,61322.0,4.91,63979.0,5.1,66556.0,5.27,67972.0,5.48,70789.0,5.67
非流動負債合計,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,269.0,0.02,193.0,0.02,160.0,0.01,214.0,0.02,188.0,0.01,226.0,0.02,282.0,0.02,1037.0,0.08
非流動資產合計,138984.0,10.49,133243.0,10.0,130519.0,10.3,140220.0,10.91,132502.0,10.2,131033.0,9.94,131644.0,10.37,130377.0,9.97,132768.0,10.21,200909.0,15.68,274978.0,22.5,287234.0,23.0,299145.0,23.84,306512.0,24.28,323567.0,26.1,361963.0,29.0
預付款項,7092.0,0.54,4096.0,0.31,3233.0,0.26,3843.0,0.3,4522.0,0.35,4013.0,0.3,4595.0,0.36,3252.0,0.25,4234.0,0.33,5231.0,0.41,3207.0,0.26,2616.0,0.21,4185.0,0.33,4652.0,0.37,3730.0,0.3,5140.0,0.41
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
