,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
利息費用,5813.0,12244.0,17518.0,23403.0,5831.0,11631.0,18344.0,24023.0,2044.0,3845.0,5394.0,6699.0,1123.0,2154.0,3082.0,4044.0
匯率變動對現金及約當現金之影響,22089.0,28099.0,17607.0,25040.0,16438.0,-34128.0,17046.0,21440.0,-2955.0,-4841.0,14188.0,4345.0,-15136.0,-2860.0,-77148.0,-79076.0
取得不動產、廠房及設備,-11377.0,-1983.0,-3318.0,-6540.0,-442.0,-2459.0,-5361.0,-19390.0,-11754.0,-12023.0,-22135.0,-27482.0,-6980.0,-11886.0,-19340.0,-20763.0
取得以成本衡量之金融資產,,,,,,,,,,,,-31430.0,,0.0,0.0,0.0
取得持有至到期日金融資產,,,,,,,,,,,,,447790.0,,419407.0,
取得採用權益法之投資,,0.0,0.0,-8129.0,,,,0.0,,,,,,,,
取得無活絡市場之債券投資,-100368.0,-341967.0,-1103897.0,-1131903.0,-364717.0,-996068.0,-1262086.0,-2383237.0,,,,,,,,
取得無活絡市場之債務工具投資,,,,,,,,,-1514.0,-17387.0,-39741.0,-40314.0,-1644573.0,-4314265.0,-6554328.0,-6598433.0
呆帳費用提列（轉列收入）數,255863.0,257477.0,257738.0,278395.0,609.0,6817.0,27107.0,32847.0,-10842.0,1530.0,11509.0,19264.0,149.0,-54.0,-577.0,89701.0
存入保證金增加,152.0,,,,26.0,9.0,,,,,,,420.0,-4932.0,-4932.0,
存入保證金減少,,,,,,,-330.0,,,,-60.0,,0.0,,,
存出保證金增加,,,,,,,,,,,,-267.0,,,,-4932.0
存貨（增加）減少,19167.0,15483.0,51546.0,8097.0,-17302.0,-44871.0,-34662.0,27724.0,-6915.0,71077.0,212416.0,368383.0,139010.0,276323.0,341901.0,344323.0
對子公司之收購（扣除所取得之現金）,0.0,0.0,0.0,0.0,,,,,,,,,,,,
庫藏股票買回成本,,-13626.0,-28532.0,-28532.0,,0.0,0.0,0.0,,,,,,,,
應付帳款增加（減少）,-2673.0,-7213.0,-15919.0,-20614.0,,50349.0,19180.0,-4788.0,21122.0,28226.0,11290.0,-18499.0,20098.0,69831.0,72049.0,126786.0
應收帳款（增加）減少,-79807.0,-96250.0,-91019.0,-110371.0,-44650.0,-59658.0,-100759.0,-138766.0,48818.0,48448.0,19819.0,72440.0,-64118.0,-137130.0,-128092.0,-120404.0
應收帳款－關係人（增加）減少,,,,,,,,-14357.0,6390.0,-12011.0,-337.0,3615.0,-9829.0,-28756.0,-3972.0,-17989.0
應計退休金負債增加（減少）,-87.0,-172.0,-255.0,-334.0,-65.0,-130.0,-192.0,-250.0,,,,,,,,
投資活動之淨現金流入（流出）,-113858.0,-78322.0,-136262.0,-96995.0,179780.0,-44431.0,-57017.0,744462.0,29475.0,54558.0,37561.0,400590.0,151798.0,-839746.0,515039.0,622846.0
折舊費用,23582.0,46143.0,69062.0,91628.0,22846.0,46156.0,70113.0,92313.0,22740.0,45101.0,62048.0,97328.0,20658.0,38373.0,55945.0,72527.0
持有供交易之金融資產（增加）減少,-41990.0,-21280.0,-13198.0,-8460.0,-19996.0,-31952.0,-25366.0,24807.0,2294.0,2636.0,-197413.0,1823.0,0.0,0.0,0.0,0.0
採用權益法認列之關聯企業及合資損失（利益）之份額,216.0,768.0,635.0,2596.0,-1264.0,-1113.0,-1132.0,-639.0,-647.0,-1398.0,-1727.0,867.0,0.0,-5869.0,-7805.0,-6173.0
攤銷費用,946.0,1880.0,2728.0,3432.0,685.0,1418.0,2122.0,3320.0,823.0,1296.0,1836.0,2280.0,396.0,956.0,1137.0,1398.0
支付之利息,-2443.0,-5230.0,-7137.0,-8769.0,-2312.0,-4633.0,-7868.0,-10542.0,-2044.0,-3845.0,-5394.0,-6699.0,-1123.0,-2154.0,-3082.0,-4044.0
收取之利息,3373.0,6856.0,9772.0,12961.0,6168.0,10634.0,13577.0,15161.0,5782.0,10670.0,15957.0,23457.0,5724.0,12251.0,20836.0,23216.0
收取之股利,,,,,,,1064.0,1307.0,,,0.0,0.0,,,,
收益費損項目合計,,,,,,,,,7854.0,38878.0,64135.0,101981.0,16602.0,23309.0,18763.0,125958.0
期初現金及約當現金餘額,611631.0,670040.0,709630.0,709630.0,438991.0,438991.0,438991.0,438991.0,770239.0,770239.0,770239.0,770239.0,1263110.0,1263110.0,1263110.0,1263110.0
期末現金及約當現金餘額,473703.0,482287.0,434013.0,438991.0,527047.0,221558.0,216202.0,770239.0,787751.0,855464.0,785220.0,1263110.0,1525402.0,1108941.0,2073131.0,2133133.0
未實現外幣兌換損失（利益）,-1660.0,-1509.0,-449.0,-1996.0,-3045.0,-691.0,1742.0,0.0,0.0,0.0,0.0,,,,,
本期現金及約當現金增加（減少）數,-137928.0,-187753.0,-275617.0,-270639.0,88056.0,-217433.0,-222789.0,331248.0,17512.0,85225.0,14981.0,492871.0,262292.0,-154169.0,810021.0,870023.0
本期稅前淨利（淨損）,-281001.0,-323700.0,-390341.0,-597425.0,-14749.0,-55848.0,-52452.0,-64190.0,3475.0,-4140.0,24333.0,-13241.0,35015.0,92492.0,114250.0,-56009.0
淨確定福利負債增加(減少),,,,,,,,,-46.0,-93.0,-123.0,504.0,-81.0,-164.0,-249.0,-186.0
無活絡市場之債務商品投資到期還本,,286303.0,1003655.0,1069432.0,,961942.0,1186427.0,2169322.0,,,,,,,,
無活絡市場之債務工具投資到期還本,,,,,,,,,,,,331529.0,,,,6757299.0
營業活動之淨現金流入（流出）,-64114.0,-142093.0,-141102.0,-172204.0,-89158.0,-98242.0,-106138.0,-38503.0,54874.0,163477.0,136459.0,527912.0,120710.0,684369.0,413562.0,351753.0
營運產生之現金流入（流出）,-64777.0,-128054.0,-128074.0,-156952.0,-93014.0,-102315.0,-111009.0,-42466.0,51136.0,156652.0,125896.0,511456.0,116109.0,674272.0,395808.0,354405.0
生物資產（增加）減少,,,,,,,,,,,,3397.0,,,,2275.0
發放現金股利,,,,,,,,,,,,-221309.0,,,,0.0
短期借款增加,18499.0,18495.0,13764.0,10483.0,0.0,0.0,19517.0,0.0,,,0.0,,,30000.0,30000.0,
短期借款減少,,,,,,,,-10483.0,,,,0.0,,,,247500.0
籌資活動之淨現金流入（流出）,17955.0,4563.0,-15860.0,-26480.0,-19004.0,-40632.0,-76680.0,-396151.0,-63882.0,-127969.0,-173227.0,-439976.0,4920.0,4068.0,-41432.0,-25500.0
繼續營業單位稅前淨利（淨損）,-281001.0,-323700.0,-390341.0,-597425.0,-14749.0,-55848.0,-52452.0,-64190.0,3475.0,-4140.0,24333.0,-13241.0,35015.0,92492.0,114250.0,-56009.0
股利收入,,,,,,,-12684.0,-12683.0,,,0.0,,,,,
與營業活動相關之負債之淨變動合計,-5798.0,-1881.0,-9455.0,-373.0,-23088.0,23176.0,6184.0,12461.0,-4416.0,5075.0,-16.0,-29823.0,10489.0,478505.0,64139.0,76565.0
與營業活動相關之資產之淨變動合計,-56071.0,-112373.0,-64579.0,-119015.0,-76702.0,-143797.0,-170477.0,-103805.0,44223.0,116839.0,37444.0,452539.0,54003.0,79966.0,198656.0,207891.0
與營業活動相關之資產及負債之淨變動合計,-61869.0,-114254.0,-74034.0,-119388.0,-99790.0,-120621.0,-164293.0,-91344.0,39807.0,121914.0,37428.0,422716.0,64492.0,558471.0,262795.0,284456.0
舉借長期借款,,0.0,0.0,0.0,,-36668.0,,80000.0,,,,0.0,42000.0,,,
處分不動產、廠房及設備,,,,254.0,4.0,,,49361.0,15.0,34.0,34.0,54.0,0.0,0.0,59589.0,54973.0
處分以成本衡量之金融資產,,,,,,,,,,,-31430.0,4137.0,0.0,,,0.0
處分及報廢不動產、廠房及設備損失（利益）,,0.0,0.0,-39.0,,,,-5828.0,-11.0,-13.0,-13.0,130.0,0.0,0.0,-12183.0,-12323.0
處分子公司,,,,,,,,898755.0,,,,0.0,,,,
處分投資損失（利益）,,,,,,,,,,,,-1130.0,,,,0.0
處分無活絡市場之債券投資,,,,,548733.0,,,,,,,,,,,
處分無活絡市場之債務工具投資,,,,,,,,,111572.0,109300.0,129171.0,,1355662.0,3585107.0,6713664.0,
調整項目合計,216224.0,195646.0,262267.0,440473.0,-78265.0,-46467.0,-58557.0,21724.0,47661.0,160792.0,101563.0,524697.0,81094.0,581780.0,281558.0,410414.0
買回應付公司債損失（利益）,29.0,29.0,58.0,58.0,13.0,72.0,71.0,786.0,0.0,0.0,0.0,0.0,,,,
資產負債表帳列之現金及約當現金,473703.0,482287.0,434013.0,438991.0,527047.0,221558.0,216202.0,770239.0,787751.0,855464.0,785220.0,1263110.0,1525402.0,1108941.0,2073131.0,2133133.0
退還（支付）之所得稅,-267.0,-15665.0,-15663.0,-19444.0,0.0,-1928.0,-1902.0,-1963.0,,0.0,0.0,-302.0,,,,-21824.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-3348.0,-301.0,-1242.0,939.0,-482.0,-2802.0,-2012.0,-3752.0,-471.0,-813.0,1045.0,0.0,0.0,0.0,0.0,
金融資產減損損失,,,0.0,0.0,,,,,,,,,,,,
非控制權益變動,0.0,0.0,0.0,0.0,,,,,,,,,,,,
非金融資產減損損失,,,,174381.0,2500.0,23300.0,17800.0,,,,,,,,,
非金融資產減損迴轉利益,,,,,,,-2158.0,-2158.0,,,0.0,0.0,,,,
預付投資款增加,,,,,,,,,-31430.0,,,,,-96890.0,-93830.0,
預收款項增加（減少）,,,,,,,,,,,,-8578.0,,434973.0,17865.0,-20039.0
預收款項增加－處分資產,,,,,,4.0,6.0,,,,,171370.0,,,,433523.0
