,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
母公司業主（綜合損益）,8026.0,2.18,89767.0,22.48,119368.0,18.35,314378.0,15.24,37066.0,8.77,183244.0,35.09,-18311.0,-4.46,246544.0,11.79,-110055.0,-36.01,95772.0,13.24,96730.0,16.17,138893.0,5.8,-26009.0,-7.21,-18228.0,-2.85,-29156.0,-7.34,80082.0,3.63
營業利益（損失）,8340.0,2.26,107368.0,26.88,152667.0,23.47,396324.0,19.21,55509.0,13.14,90794.0,17.39,66833.0,16.28,373446.0,17.86,-56071.0,-18.35,156898.0,21.68,129517.0,21.66,369914.0,15.44,34395.0,9.54,53723.0,8.4,48134.0,12.12,308155.0,13.97
營業外收入及支出合計,156.0,0.04,2046.0,0.51,-130.0,-0.02,-18838.0,-0.91,-9837.0,-2.33,5147.0,0.99,-22522.0,-5.48,-49038.0,-2.35,-6218.0,-2.03,-31243.0,-4.32,-35310.0,-5.9,-87046.0,-3.63,-17006.0,-4.72,-18042.0,-2.82,-23947.0,-6.03,-80421.0,-3.65
營業成本合計,301332.0,81.74,236089.0,59.11,434149.0,66.76,1424042.0,69.03,312880.0,74.06,372764.0,71.39,276339.0,67.29,1484277.0,70.98,227908.0,74.58,485002.0,67.03,400141.0,66.91,1635602.0,68.28,251860.0,69.85,510026.0,79.78,273549.0,68.88,1585595.0,71.9
營業收入合計,368644.0,100.0,399373.0,100.0,650355.0,100.0,2062991.0,100.0,422474.0,100.0,522179.0,100.0,410647.0,100.0,2091026.0,100.0,305597.0,100.0,723542.0,100.0,598054.0,100.0,2395331.0,100.0,360596.0,100.0,639261.0,100.0,397110.0,100.0,2205206.0,100.0
營業毛利（毛損）,67312.0,18.26,163284.0,40.89,216206.0,33.24,638949.0,30.97,109594.0,25.94,149415.0,28.61,134308.0,32.71,606749.0,29.02,77689.0,25.42,238540.0,32.97,197913.0,33.09,759729.0,31.72,108736.0,30.15,129235.0,20.22,123561.0,31.12,619611.0,28.1
營業毛利（毛損）淨額,67312.0,18.26,163284.0,40.89,216206.0,33.24,638949.0,30.97,109594.0,25.94,149415.0,28.61,134308.0,32.71,606749.0,29.02,77689.0,25.42,238540.0,32.97,197913.0,33.09,759729.0,31.72,108736.0,30.15,129235.0,20.22,123561.0,31.12,619611.0,28.1
營業費用合計,58972.0,16.0,55916.0,14.0,63539.0,9.77,242625.0,11.76,54085.0,12.8,58621.0,11.23,67475.0,16.43,233303.0,11.16,133760.0,43.77,81642.0,11.28,68396.0,11.44,389815.0,16.27,74341.0,20.62,75512.0,11.81,75427.0,18.99,311456.0,14.12
確定福利計畫精算利益（損失）,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
稀釋每股盈餘,0.04,,0.72,,0.93,,2.38,,0.28,,0.61,,0.28,,2.03,,-0.31,,0.77,,0.52,,1.54,,0.03,,0.11,,0.11,,1.13,
稅前淨利（淨損）,8496.0,2.3,109414.0,27.4,152537.0,23.45,377486.0,18.3,45672.0,10.81,95941.0,18.37,44311.0,10.79,324408.0,15.51,-62289.0,-20.38,125655.0,17.37,94207.0,15.75,282868.0,11.81,17389.0,4.82,35681.0,5.58,24187.0,6.09,227734.0,10.33
管理費用,29466.0,7.99,32570.0,8.16,36879.0,5.67,131463.0,6.37,33075.0,7.83,36711.0,7.03,35899.0,8.74,137901.0,6.59,114552.0,37.48,49998.0,6.91,37371.0,6.25,253104.0,10.57,41407.0,11.48,40973.0,6.41,45000.0,11.33,174004.0,7.89
繼續營業單位本期淨利（淨損）,4090.0,1.11,86600.0,21.68,118940.0,18.29,291671.0,14.14,35903.0,8.5,84725.0,16.23,36415.0,8.87,263793.0,12.62,-56221.0,-18.4,105205.0,14.54,71516.0,11.96,222687.0,9.3,9128.0,2.53,12326.0,1.93,14775.0,3.72,160604.0,7.28
繼續營業單位淨利（淨損）,0.04,,0.72,,0.93,,2.38,,0.28,,0.61,,0.28,,2.03,,-0.31,,0.77,,0.52,,1.54,,0.03,,0.11,,0.11,,1.13,
與其他綜合損益組成部分相關之所得稅,651.0,0.18,351.0,0.09,-293.0,-0.05,1214.0,0.06,-61.0,-0.01,-516.0,-0.1,8265.0,2.01,-331.0,-0.02,,,,,,,,,,,,,,,,
與可能重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,-9722.0,-3.18,-948.0,-0.13,4679.0,0.78,-12058.0,-0.5,-4478.0,-1.24,-4913.0,-0.77,-6577.0,-1.66,9614.0,0.44
財務成本淨額,3594.0,0.97,1678.0,0.42,6708.0,1.03,19554.0,0.95,9388.0,2.22,9828.0,1.88,10950.0,2.67,40897.0,1.96,14867.0,4.86,17969.0,2.48,16282.0,2.72,66517.0,2.78,16274.0,4.51,17363.0,2.72,16986.0,4.28,68323.0,3.1
非控制權益（淨利／損）,-757.0,-0.21,-1455.0,-0.36,-1857.0,-0.29,-5191.0,-0.25,-423.0,-0.1,-658.0,-0.13,-437.0,-0.11,-1973.0,-0.09,-15971.0,-5.23,4133.0,0.57,3968.0,0.66,-3831.0,-0.16,4606.0,1.28,-2397.0,-0.37,-362.0,-0.09,1672.0,0.08
非控制權益（綜合損益）,-757.0,-0.21,-1455.0,-0.36,-1857.0,-0.29,-5191.0,-0.25,-423.0,-0.1,-658.0,-0.13,-437.0,-0.11,-1973.0,-0.09,-15971.0,-5.23,4133.0,0.57,3968.0,0.66,-3831.0,-0.16,4606.0,1.28,-2397.0,-0.37,-362.0,-0.09,1672.0,0.08
