,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
與營業活動相關之負債之淨變動合計,-61185.0,-49721.0,-26152.0,25911.0,-105283.0,-53653.0,-65892.0,-16612.0,-88665.0,-50957.0,-29476.0,-21115.0,-71120.0,-49273.0,-29566.0,3605.0
與營業活動相關之資產之淨變動合計,42372.0,64461.0,22231.0,-5878.0,79237.0,42891.0,17491.0,-44999.0,36974.0,53604.0,51997.0,37911.0,51411.0,40287.0,43833.0,-35085.0
與營業活動相關之資產及負債之淨變動合計,-18813.0,14740.0,-3921.0,20033.0,-26046.0,-10762.0,-48401.0,-61611.0,-51691.0,2647.0,22521.0,16796.0,-19709.0,-8986.0,14267.0,-31480.0
處分不動產、廠房及設備,91.0,279.0,1502.0,1502.0,345.0,575.0,624.0,769.0,170.0,688.0,1154.0,45589.0,124.0,190.0,386.0,530.0
處分及報廢不動產、廠房及設備損失（利益）,524.0,858.0,816.0,835.0,-321.0,746.0,1287.0,1308.0,-20.0,463.0,493.0,-33893.0,637.0,571.0,730.0,711.0
處分投資損失（利益）,,,,,,-118.0,-224.0,-224.0,,0.0,0.0,0.0,,,,
調整項目合計,-3685.0,35438.0,26554.0,60477.0,-17279.0,6385.0,-16115.0,-17057.0,-36594.0,23890.0,57386.0,33923.0,-1837.0,21632.0,58920.0,30875.0
資產負債表帳列之現金及約當現金,214086.0,287547.0,160480.0,219363.0,224598.0,280285.0,193378.0,202105.0,210408.0,244900.0,151301.0,213357.0,226940.0,244660.0,215381.0,197854.0
退還（支付）之所得稅,-238.0,-23112.0,-46728.0,-46963.0,-880.0,-22235.0,-44825.0,-45622.0,-210.0,-21263.0,-42947.0,-43191.0,-30.0,-13604.0,-31141.0,-31417.0
預付款項（增加）減少,794.0,687.0,-3224.0,-477.0,1689.0,3721.0,-2508.0,-1117.0,1993.0,4590.0,-2069.0,-36.0,2055.0,4125.0,-2058.0,-1258.0
