,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
確定福利計畫之再衡量數,,,,,,,,,,,,,,,,,,,,,,,-1450.0,-0.5,,,,,,,-551.0,-0.09
確定福利計畫精算利益（損失）,,,,,,,1321.0,0.32,,,,,,,1352.0,0.28,,,,,,,,,,,,,,,,
稅前淨利（淨損）,-177817.0,-2679.58,-131431.0,-92.76,-108283.0,-86.3,-664799.0,-160.54,-152158.0,-2936.85,-63048.0,-24.19,-212538.0,-318.75,-659054.0,-137.16,-154225.0,-555.15,-93866.0,-341.0,-196999.0,-181.09,-731070.0,-251.45,-151268.0,-335.63,-126132.0,-113.22,-132208.0,-85.91,-627563.0,-103.43
管理費用,33076.0,498.43,32050.0,22.62,36403.0,29.01,178209.0,43.04,38842.0,749.7,60831.0,23.34,43663.0,65.48,183211.0,38.13,36410.0,131.06,59875.0,217.51,47863.0,44.0,218747.0,75.24,37747.0,83.75,52296.0,46.94,64091.0,41.65,204273.0,33.67
繼續營業單位本期淨利（淨損）,-168095.0,-2533.08,-141153.0,-99.62,-108283.0,-86.3,-600453.0,-145.0,-152158.0,-2936.85,-30185.0,-11.58,-205204.0,-307.75,-618041.0,-128.62,-153303.0,-551.83,-93866.0,-341.0,-196999.0,-181.09,-782319.0,-269.08,-151268.0,-335.63,-126132.0,-113.22,-132208.0,-85.91,-627563.0,-103.43
繼續營業單位淨利（淨損）,-0.91,,-0.77,,-0.59,,-3.25,,-0.82,,0.09,,-1.23,,-3.04,,-0.61,,-0.39,,-0.81,,-3.24,,-0.63,,-0.45,,-0.55,,-2.54,
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-247.0,-0.08,,,,,,,-93.0,-0.02
與其他綜合損益組成部分相關之所得稅,,,,,,,225.0,0.05,,,,,,,56.0,0.01,,,,,,,,,,,,,,,,
財務成本淨額,10458.0,157.59,10888.0,7.68,10860.0,8.66,43372.0,10.47,11035.0,212.99,11473.0,4.4,11232.0,16.85,40637.0,8.46,5983.0,21.54,6494.0,23.59,6497.0,5.97,25843.0,8.89,6888.0,15.28,6809.0,6.11,7929.0,5.15,33523.0,5.53
非控制權益（淨利／損）,,,,,,,,,-231.0,-4.46,-46983.0,-18.03,45248.0,67.86,-3619.0,-0.75,-10761.0,-38.74,-1338.0,-4.86,-5597.0,-5.14,-21232.0,-7.3,-3110.0,-6.9,-20992.0,-18.84,-3253.0,-2.11,-32211.0,-5.31
非控制權益（綜合損益）,,,,,,,,,-231.0,-4.46,-46983.0,-18.03,45248.0,67.86,-3619.0,-0.75,-10761.0,-38.74,-1338.0,-4.86,-5597.0,-5.14,-21232.0,-7.3,-3110.0,-6.9,-20992.0,-18.84,-3253.0,-2.11,-32211.0,-5.31
