,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
存出保證金增加,0.0,-53973.0,-56653.0,-123359.0,,-3005.0,-6716.0,-6602.0,-11045.0,-16960.0,-31557.0,-50948.0,-9123.0,-10155.0,-15862.0,-23953.0
存出保證金減少,1304.0,8114.0,8531.0,0.0,82451.0,98952.0,104412.0,106077.0,10210.0,16460.0,6922.0,14905.0,6034.0,21799.0,37482.0,43952.0
存貨（增加）減少,-104440.0,-103491.0,-196385.0,-144994.0,105044.0,185285.0,31757.0,38700.0,94257.0,154826.0,31223.0,108210.0,-13425.0,1384.0,-41909.0,68791.0
對子公司之收購（扣除所取得之現金）,,0.0,0.0,0.0,,,,156701.0,,,,0.0,,,,
已實現銷貨損失（利益）,,,,-62638.0,-10046.0,-22106.0,-33919.0,-49538.0,-10113.0,-25068.0,-41965.0,-59778.0,-14091.0,-30616.0,-48942.0,-66145.0
應付帳款增加（減少）,46564.0,-95638.0,-30874.0,10696.0,-208723.0,-154954.0,-84398.0,27686.0,-171059.0,-93838.0,140008.0,39833.0,-5107.0,-113852.0,-136624.0,122424.0
應付帳款－關係人增加（減少）,3209.0,-2084.0,-4860.0,-1838.0,-9063.0,-13356.0,-7523.0,-651.0,-10698.0,-11320.0,-11798.0,-8172.0,-2961.0,-5649.0,-2844.0,-3030.0
應付短期票券增加,0.0,49961.0,0.0,49874.0,29947.0,29924.0,29988.0,50039.0,94950.0,99947.0,-99913.0,-99913.0,0.0,0.0,0.0,0.0
應付票據增加（減少）,-39410.0,-27712.0,-29766.0,-21033.0,-10219.0,-60502.0,-14490.0,-88470.0,-591.0,-1983.0,-4362.0,-7471.0,3071.0,2093.0,4608.0,-118.0
應收帳款（增加）減少,7269.0,-377.0,9390.0,27763.0,-57002.0,-34460.0,-20090.0,-8806.0,-14490.0,10248.0,12516.0,32397.0,-3850.0,6522.0,-27183.0,-22758.0
應收帳款－關係人（增加）減少,45526.0,-73347.0,-45503.0,-1555.0,21460.0,6485.0,-20722.0,-11308.0,-6138.0,-24500.0,-58462.0,-62332.0,12568.0,-846.0,-51027.0,-190397.0
應收款項減少,,,,,,,,,,,,,,,,15561.0
應收票據（增加）減少,53326.0,9907.0,178137.0,154036.0,-6713.0,-26358.0,61723.0,77468.0,45101.0,18589.0,-33262.0,26504.0,58891.0,-7061.0,-14839.0,-47642.0
應收票據－關係人（增加）減少,5160.0,65008.0,60388.0,56175.0,-6264.0,-9229.0,-6538.0,-1301.0,-129.0,2559.0,5933.0,7826.0,-5278.0,-634.0,2151.0,13.0
應計退休金負債增加（減少）,67.0,163.0,202.0,6456.0,-532.0,-576.0,-550.0,148.0,,,,,,,,
投資活動之淨現金流入（流出）,-228.0,-528801.0,-467866.0,-538758.0,30700.0,-463960.0,-41006.0,-347658.0,291733.0,-99106.0,289363.0,233680.0,-107545.0,-419358.0,-280848.0,-311426.0
折舊費用,26590.0,52591.0,80407.0,108853.0,28028.0,55640.0,83923.0,113365.0,29294.0,57742.0,86243.0,112926.0,23036.0,44752.0,65590.0,84774.0
持有供交易之金融負債增加（減少）,0.0,0.0,443.0,-987.0,,-579.0,34.0,547.0,97.0,-4291.0,-109.0,-109.0,-193.0,-3817.0,-6508.0,0.0
持有供交易之金融資產（增加）減少,0.0,634.0,-147.0,0.0,451.0,0.0,0.0,,0.0,-139.0,500.0,1858.0,804.0,253.0,-1139.0,-7103.0
採用權益法之被投資公司減資退回股款,,,,75556.0,,,24500.0,24500.0,,,0.0,0.0,,,4844.0,4844.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-991.0,10122.0,13147.0,24030.0,-283.0,-9663.0,-29520.0,-38467.0,-16575.0,-38730.0,-52955.0,-70749.0,-33206.0,-62396.0,-97939.0,-120869.0
攤銷費用,4359.0,7114.0,10122.0,14369.0,2286.0,4134.0,6017.0,9689.0,3031.0,6152.0,8984.0,12462.0,2771.0,5573.0,8355.0,11975.0
支付之利息,-7382.0,-15715.0,-17689.0,-25605.0,-6739.0,-12690.0,-18932.0,-26337.0,-5148.0,-9246.0,-24425.0,-29772.0,-3260.0,-6728.0,-19739.0,-23472.0
收取之利息,1668.0,4667.0,8602.0,12426.0,3239.0,7028.0,8823.0,15603.0,11504.0,23689.0,28274.0,43054.0,7749.0,17659.0,28038.0,37268.0
收取之股利,,0.0,19538.0,24631.0,,3039.0,8414.0,9741.0,,3500.0,27995.0,82029.0,,2150.0,137861.0,138132.0
收益費損項目合計,,,,,,,,,-10732.0,-28804.0,-35428.0,-41321.0,-64177.0,-87466.0,-91028.0,-76876.0
期初現金及約當現金餘額,1545745.0,1545745.0,1545745.0,1545745.0,1508840.0,1508840.0,1508840.0,1508840.0,1973714.0,1973714.0,1973714.0,1973714.0,2902808.0,2902808.0,2902808.0,2902808.0
期末現金及約當現金餘額,1583800.0,1124144.0,1276736.0,1508840.0,1602223.0,1425516.0,1106052.0,1973714.0,1908713.0,2321525.0,2223601.0,2902808.0,3084058.0,2687443.0,2465705.0,2876766.0
未實現銷貨利益（損失）,,,,61762.0,10493.0,22371.0,34721.0,51324.0,9773.0,24552.0,40996.0,58920.0,13835.0,30891.0,49252.0,67146.0
本期現金及約當現金增加（減少）數,38055.0,-421601.0,-269009.0,-36905.0,93383.0,-83324.0,-402788.0,464874.0,-65001.0,347811.0,249887.0,929094.0,181250.0,-215365.0,-437103.0,-26042.0
本期稅前淨利（淨損）,79794.0,249330.0,361684.0,414701.0,127841.0,256822.0,379133.0,470414.0,121325.0,275610.0,399453.0,547017.0,174763.0,318388.0,455162.0,578614.0
淨確定福利負債增加(減少),,,,,,,,,-1227.0,9297.0,4678.0,-5611.0,-15258.0,-15388.0,-15558.0,-12523.0
營業活動之收現類別合計,,,,,,,,,,,,739959.0,-83592.0,,-35138.0,449713.0
營業活動之淨現金流入（流出）,260166.0,-100941.0,-50506.0,357477.0,18418.0,424279.0,157741.0,736736.0,-350096.0,222426.0,30807.0,739959.0,-83592.0,-341440.0,-35138.0,449713.0
營運產生之現金流入（流出）,258073.0,-52988.0,23739.0,435627.0,15570.0,474130.0,246317.0,820645.0,-361217.0,237895.0,82725.0,799320.0,-90952.0,-326678.0,4684.0,490263.0
現金增資,,,,,,,,,,,299250.0,299250.0,,,0.0,0.0
發放現金股利,,,,-225905.0,,,-225905.0,-225905.0,,,-282381.0,-282381.0,,,-304451.0,-304451.0
發行公司債,,,,,,,,,300000.0,300000.0,600000.0,600000.0,0.0,0.0,0.0,0.0
短期借款增加,-223496.0,176975.0,312943.0,132975.0,30000.0,-37000.0,2000.0,494000.0,-540000.0,-294000.0,-604000.0,-671000.0,187000.0,337000.0,157000.0,12000.0
短期借款減少,,,0.0,,,,,,,,,,,,,
籌資活動之淨現金流入（流出）,-219297.0,218032.0,247423.0,133393.0,45304.0,-35605.0,-520895.0,56004.0,6282.0,248982.0,-81831.0,-32998.0,391683.0,529026.0,-45675.0,-76179.0
繼續營業單位稅前淨利（淨損）,79794.0,249330.0,361684.0,414701.0,127841.0,256822.0,379133.0,470414.0,121325.0,275610.0,399453.0,547017.0,174763.0,318388.0,455162.0,578614.0
股份基礎給付酬勞成本,,,,,,,,6809.0,,,2042.0,2042.0,,,0.0,0.0
股利收入,,0.0,-1827.0,-1978.0,,,-5526.0,-6702.0,,-2871.0,-3946.0,-4596.0,-1520.0,-7171.0,-7171.0,-7442.0
與營業活動相關之負債之淨變動合計,325877.0,89648.0,-161631.0,230345.0,-266041.0,-34791.0,-216368.0,-117728.0,-212622.0,232039.0,440521.0,459071.0,143613.0,54651.0,498994.0,1097012.0
與營業活動相關之資產之淨變動合計,-173196.0,-330245.0,-110236.0,-247145.0,179964.0,254220.0,76534.0,415024.0,-259188.0,-240950.0,-721821.0,-165447.0,-345151.0,-612251.0,-858444.0,-1108487.0
與營業活動相關之資產及負債之淨變動合計,152681.0,-240597.0,-271867.0,-16800.0,-86077.0,219429.0,-139834.0,297296.0,-471810.0,-8911.0,-281300.0,293624.0,-201538.0,-557600.0,-359450.0,-11475.0
舉借長期借款,10893.0,10893.0,20007.0,30358.0,0.0,0.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,0.0,0.0,0.0,0.0
處分不動產、廠房及設備,753.0,484.0,1303.0,329.0,0.0,0.0,704.0,4088.0,2546.0,2430.0,3642.0,5891.0,1870.0,21650.0,22638.0,28577.0
處分以成本衡量之金融資產,,,,,,,,,,,,6717.0,,,,0.0
處分備供出售金融資產,15102.0,154178.0,246026.0,261469.0,29346.0,29346.0,33262.0,70722.0,41154.0,79351.0,129773.0,166188.0,7231.0,7491.0,7491.0,7491.0
處分及報廢不動產、廠房及設備損失（利益）,136.0,136.0,4.0,113.0,0.0,0.0,1670.0,4750.0,-654.0,-494.0,347.0,1878.0,-1305.0,-11419.0,-11015.0,-12651.0
處分子公司,,,,7135.0,7135.0,23882.0,23882.0,23882.0,0.0,0.0,0.0,-18686.0,,7345.0,10631.0,0.0
處分子公司股權（未喪失控制力）,,,0.0,40197.0,,,86078.0,164643.0,,,798.0,798.0,,,0.0,0.0
處分待出售非流動資產,,,,,38746.0,38746.0,38746.0,38746.0,0.0,0.0,0.0,0.0,161613.0,161613.0,161613.0,161613.0
處分待出售非流動資產損失（利益）,,,,,,,,,,,,,-54018.0,-54018.0,-54018.0,-54018.0
處分投資性不動產,,,28790.0,28790.0,,,0.0,0.0,,,,,,,,
處分投資性不動產損失（利益）,,,2159.0,2159.0,,,0.0,0.0,,,,,,,,
處分投資損失（利益）,-13236.0,-140924.0,-194910.0,-205277.0,-72428.0,-72428.0,-76564.0,-95196.0,-29326.0,-56226.0,-84205.0,-106136.0,-4261.0,-4415.0,-4415.0,-4415.0
處分採用權益法之投資,,,20504.0,,,,7851.0,7851.0,,,0.0,0.0,,,,
處分無活絡市場之債券投資,,90000.0,190000.0,199800.0,20000.0,110200.0,320400.0,110200.0,,,,,,,,
處分無活絡市場之債務工具投資,,,,,,,,,0.0,332275.0,791671.0,1133799.0,170404.0,356718.0,543083.0,732885.0
調整項目合計,178279.0,-302318.0,-337945.0,20926.0,-112271.0,217308.0,-132816.0,350231.0,-482542.0,-37715.0,-316728.0,252303.0,-265715.0,-645066.0,-450478.0,-88351.0
負債準備增加（減少）,-17157.0,-18416.0,-24866.0,-17819.0,5275.0,31092.0,79079.0,68292.0,11112.0,48649.0,35627.0,30075.0,-29881.0,28969.0,35364.0,-51194.0
資產負債表帳列之現金及約當現金,1583800.0,1124144.0,1276736.0,1508840.0,1602223.0,1425516.0,1106052.0,1973714.0,1908713.0,2321525.0,2204208.0,2902808.0,3084058.0,2687443.0,2465705.0,2876766.0
退還（支付）之所得稅,425.0,-52620.0,-82847.0,-90576.0,-391.0,-56879.0,-97399.0,-99512.0,-383.0,-39158.0,-80192.0,-102415.0,-389.0,-32421.0,-67860.0,-77818.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-403.0,-1296.0,734.0,987.0,-1014.0,835.0,30.0,-438.0,876.0,4210.0,-2549.0,-2662.0,4515.0,4554.0,7269.0,557.0
金融資產減損損失,,,6133.0,6133.0,8513.0,8513.0,8513.0,8513.0,0.0,4243.0,4243.0,4243.0,,0.0,0.0,0.0
金融資產減損迴轉利益,,,,,,,,,,,,,,-3506.0,-3506.0,-3506.0
非控制權益變動,4900.0,0.0,-89750.0,-89750.0,,,-57494.0,-57494.0,,,-88118.0,-88118.0,,,-75665.0,-75665.0
非金融資產減損損失,,,103.0,45644.0,390.0,3200.0,2198.0,1576.0,0.0,0.0,0.0,5042.0,,,,18665.0
非金融資產減損迴轉利益,-410.0,-23.0,0.0,0.0,0.0,0.0,,,-328.0,-685.0,-2144.0,,-541.0,-947.0,-803.0,
預付投資款增加,,,,,,-367804.0,-367804.0,-18000.0,,0.0,0.0,-16639.0,,,,0.0
預付款項（增加）減少,,,,,,,-736.0,-965.0,-246.0,-11200.0,-11281.0,-11442.0,2639.0,2567.0,2495.0,1560.0
預付設備款增加,,,0.0,,,,,,,,,,,,,
預收款項增加－處分資產,,,,,,,,,,,,71700.0,,,,0.0
