,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
籌資活動之淨現金流入（流出）,127.0,-10111.0,-61.0,-9727.0,9903.0,37.0,10113.0,-11.0,133.0,201.0,-308.0,-478.0,14941.0,4938.0,29909.0,-5760.0
繼續營業單位稅前淨利（淨損）,11210.0,5355.0,30144.0,20906.0,6663.0,6509.0,24335.0,16526.0,13595.0,15147.0,37194.0,21458.0,6094.0,14983.0,23295.0,18605.0
與營業活動相關之負債之淨變動合計,-15598.0,26910.0,55836.0,-221.0,-11530.0,-763.0,47350.0,-10338.0,27332.0,19976.0,61771.0,22763.0,-16849.0,-5230.0,21975.0,-564.0
與營業活動相關之資產之淨變動合計,-39212.0,-25265.0,-126462.0,-14029.0,-27189.0,-13944.0,-108425.0,4458.0,-51949.0,-23928.0,-123535.0,-13548.0,-8535.0,-15727.0,-76397.0,-946.0
與營業活動相關之資產及負債之淨變動合計,-54810.0,1645.0,-70626.0,-14250.0,-38719.0,-14707.0,-61075.0,-5880.0,-24617.0,-3952.0,-61764.0,9215.0,-25384.0,-20957.0,-54422.0,-1510.0
處分不動產、廠房及設備,19.0,19.0,38.0,52.0,0.0,0.0,4.0,4.0,,,0.0,0.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,-19.0,-19.0,111.0,96.0,0.0,0.0,-4.0,-4.0,,,0.0,0.0,,,,39.0
調整項目合計,-48328.0,11964.0,-55824.0,-2483.0,-36722.0,-10780.0,-55321.0,15919.0,-19930.0,5066.0,-47631.0,30718.0,-21953.0,-13952.0,-43600.0,12883.0
資產負債表帳列之現金及約當現金,151550.0,192351.0,160341.0,183474.0,173718.0,190197.0,173203.0,212693.0,203439.0,239638.0,204762.0,261704.0,244471.0,237067.0,212944.0,221936.0
退還（支付）之所得稅,-68.0,-159.0,-250.0,-346.0,-29.0,-3412.0,-4836.0,-4940.0,-256.0,-2152.0,-3259.0,-3363.0,-61.0,-3808.0,-5891.0,-5936.0
