,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
期初現金及約當現金餘額,229195.0,229195.0,229195.0,229195.0,211485.0,211485.0,211485.0,211485.0,221456.0,221456.0,221456.0,221456.0,190266.0,190266.0,190266.0,190266.0
期末現金及約當現金餘額,178130.0,189889.0,197474.0,211485.0,197625.0,212000.0,153516.0,221456.0,156020.0,171450.0,159931.0,190266.0,208655.0,117434.0,138866.0,143080.0
本期現金及約當現金增加（減少）數,-51065.0,-39306.0,-31721.0,-17710.0,-13860.0,515.0,-57969.0,9971.0,-65436.0,-50006.0,-61525.0,-31190.0,18389.0,-72832.0,-51400.0,-47186.0
本期稅前淨利（淨損）,50700.0,101555.0,111033.0,113682.0,14187.0,41001.0,13625.0,37907.0,193492.0,209252.0,247423.0,336106.0,21149.0,41672.0,58447.0,93089.0
營業活動之淨現金流入（流出）,9049.0,95317.0,99209.0,145240.0,-12026.0,52757.0,-49742.0,23081.0,-89809.0,-18190.0,19429.0,79705.0,84465.0,124649.0,157353.0,261313.0
營運產生之現金流入（流出）,12115.0,124627.0,147170.0,194146.0,-8203.0,59935.0,-32770.0,43995.0,-69207.0,4223.0,41694.0,107469.0,89092.0,148345.0,186369.0,291969.0
發放現金股利,,,-116340.0,-116340.0,0.0,,-77560.0,-93002.0,,,-38780.0,-38780.0,,,-116340.0,-116340.0
短期借款增加,100000.0,50000.0,180000.0,0.0,480000.0,-30000.0,645000.0,45000.0,95000.0,,-5000.0,-30000.0,40000.0,,,20000.0
短期借款減少,,,,,,,,,,-15000.0,,,,-100000.0,0.0,
籌資活動之淨現金流入（流出）,-32547.0,-95057.0,-51119.0,-43667.0,37562.0,19540.0,116820.0,146877.0,-631644.0,-661530.0,-670383.0,-645254.0,-30134.0,-130453.0,-96879.0,-176786.0
繼續營業單位稅前淨利（淨損）,50700.0,101555.0,111033.0,113682.0,14187.0,41001.0,13625.0,37907.0,193492.0,209252.0,247423.0,336106.0,21149.0,41672.0,58447.0,93089.0
股利收入,,,,-2514.0,,,-2514.0,-2514.0,,,-3017.0,-3017.0,,,-3017.0,-3017.0
與營業活動相關之負債之淨變動合計,-36666.0,-14068.0,-59942.0,-68451.0,7054.0,-4815.0,5477.0,2656.0,21858.0,-18399.0,-20455.0,-1653.0,10786.0,-9796.0,-24989.0,4522.0
與營業活動相關之資產之淨變動合計,-20828.0,-5599.0,28576.0,58569.0,-55539.0,-28918.0,-130118.0,-104547.0,-88010.0,-17133.0,-39691.0,-110479.0,28824.0,58858.0,66193.0,74959.0
與營業活動相關之資產及負債之淨變動合計,-57494.0,-19667.0,-31366.0,-9882.0,-48485.0,-33733.0,-124641.0,-101891.0,-66152.0,-35532.0,-60146.0,-112132.0,39610.0,49062.0,41204.0,79481.0
舉借長期借款,100000.0,350000.0,450000.0,650000.0,0.0,370000.0,650000.0,1300000.0,,110000.0,350000.0,660000.0,,0.0,120000.0,170000.0
處分不動產、廠房及設備,,,,,,,,,,,,,295.0,295.0,295.0,1438.0
處分及報廢不動產、廠房及設備損失（利益）,,,0.0,0.0,0.0,0.0,480.0,480.0,,,0.0,0.0,360.0,360.0,360.0,-250.0
處分子公司,,,,,,,,,,,,,,,-17208.0,-17208.0
處分待出售非流動資產,,,,,,,,,679250.0,679250.0,679250.0,679250.0,0.0,0.0,0.0,0.0
處分待出售非流動資產損失（利益）,,,,,,,,,-233088.0,-233088.0,-233088.0,-233088.0,0.0,0.0,0.0,0.0
調整項目合計,-38585.0,23072.0,36137.0,80464.0,-22390.0,18934.0,-46395.0,6088.0,-262699.0,-205029.0,-205729.0,-228637.0,67943.0,106673.0,127922.0,198880.0
資產負債表帳列之現金及約當現金,178130.0,189889.0,197474.0,211485.0,197625.0,212000.0,153516.0,221456.0,156020.0,171450.0,159931.0,190266.0,208655.0,117434.0,138866.0,143080.0
退還（支付）之所得稅,,-23291.0,-38959.0,-39565.0,-367.0,-774.0,-9742.0,-9725.0,-17271.0,-17601.0,-18859.0,-22495.0,-2893.0,-20483.0,-27240.0,-27262.0
金融資產減損損失,,,,,,,,,6362.0,6362.0,6362.0,7317.0,0.0,0.0,0.0,0.0
非控制權益變動,,,-7279.0,-7279.0,0.0,-15442.0,-15442.0,,-16545.0,-16545.0,-16545.0,-16545.0,0.0,-10478.0,-10478.0,-10478.0
預付款項（增加）減少,-1852.0,-670.0,-5553.0,-519.0,-3499.0,-6742.0,-1235.0,1932.0,-3811.0,-4914.0,-2797.0,148.0,-2715.0,-2498.0,-3115.0,-3007.0
