,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
匯率變動對現金及約當現金之影響,-53.0,3096.0,6205.0,14559.0,17782.0,2512.0,278.0,-1476.0,-12413.0,-12516.0,-43179.0,-9276.0,-17132.0,-28555.0,-45646.0,-49636.0
取得不動產、廠房及設備,-12741.0,-21411.0,-37791.0,-60916.0,-10557.0,-24262.0,-37209.0,-58331.0,-5957.0,-17957.0,-26049.0,-36310.0,-8421.0,-15996.0,-27690.0,-40128.0
取得原始認列時指定為透過損益按公允價值衡量之金融資產,,,,,,,,,,,,,0.0,,,
取得子公司股權,,,-80802.0,-80802.0,,,-12576.0,-12576.0,,,-317711.0,-375616.0,,,0.0,0.0
取得採用權益法之投資,,,,,,,,,,,,,-197447.0,-216246.0,-216246.0,-266246.0
取得無形資產,-116.0,-116.0,-116.0,-1402.0,-82.0,-263.0,-1915.0,-3334.0,-143.0,-143.0,-963.0,-963.0,-1267.0,-1267.0,-4284.0,-4261.0
取得無活絡市場之債券投資,-10591.0,-40722.0,-40722.0,-207998.0,-22776.0,-24523.0,4700.0,-219428.0,,,,,,,,
取得無活絡市場之債務工具投資,,,,,,,,,-24686.0,-14310.0,34835.0,-190514.0,-322.0,46450.0,53674.0,0.0
呆帳費用提列（轉列收入）數,,,,,-266.0,-972.0,-1295.0,-3759.0,14.0,95.0,101.0,-264.0,-10.0,15.0,19.0,-126.0
存出保證金增加,-1521.0,-1550.0,-1550.0,-1521.0,-2433.0,,0.0,0.0,,,,,-442.0,-3835.0,-3814.0,
存出保證金減少,13.0,193.0,193.0,193.0,,263.0,291.0,335.0,333.0,158.0,101.0,69.0,0.0,0.0,0.0,1100.0
存貨（增加）減少,16907.0,-1553.0,-8859.0,-11433.0,-58157.0,-63232.0,-70044.0,-20339.0,-17927.0,4478.0,-46896.0,-45208.0,23211.0,4978.0,-33651.0,1876.0
對子公司之收購（扣除所取得之現金）,,,0.0,0.0,,,,,,,,,,,,
應付帳款增加（減少）,48188.0,53991.0,246.0,-1576.0,53514.0,32585.0,19610.0,-5003.0,32837.0,13254.0,23432.0,-17038.0,29527.0,-20749.0,29053.0,75328.0
應付票據增加（減少）,2345.0,4700.0,-1119.0,-1265.0,-1314.0,1902.0,-3577.0,-4263.0,790.0,1106.0,830.0,-144.0,553.0,2510.0,740.0,3071.0
應收帳款（增加）減少,-11685.0,-37501.0,-23634.0,-17400.0,-61309.0,-51689.0,-29554.0,-15927.0,-26736.0,-15540.0,25119.0,51373.0,-92866.0,9695.0,27609.0,-39944.0
應收帳款－關係人（增加）減少,,,,,,,,,,,,,-2452.0,-1832.0,-1370.0,-4676.0
應收票據（增加）減少,2410.0,1063.0,1833.0,3893.0,-21590.0,-2481.0,-2615.0,287.0,-4252.0,-5138.0,-7992.0,-4478.0,-2131.0,-369.0,-715.0,-912.0
應計退休金負債增加（減少）,-214.0,-409.0,-594.0,-806.0,-143.0,-143.0,-143.0,-419.0,,,,,,,,
投資活動之淨現金流入（流出）,-24695.0,-63477.0,-65841.0,-112077.0,-35448.0,-60951.0,-33612.0,-63900.0,9591.0,-30787.0,9501.0,-5936.0,-207614.0,-189913.0,-196596.0,-249013.0
折舊費用,17480.0,33816.0,52064.0,72746.0,18369.0,36908.0,55812.0,74709.0,17445.0,34771.0,51815.0,69297.0,16444.0,31871.0,46116.0,60988.0
持有供交易之金融負債增加（減少）,-487.0,269.0,1062.0,2271.0,-621.0,-2758.0,0.0,-2758.0,0.0,,,0.0,0.0,,,0.0
持有供交易之金融資產（增加）減少,-10164.0,-10025.0,0.0,-10008.0,-10.0,-775.0,5233.0,-30005.0,13.0,,18405.0,40013.0,0.0,,0.0,-50000.0
採用權益法認列之關聯企業及合資損失（利益）之份額,,,,,,,,,,,,,-922.0,-513.0,-2394.0,12349.0
攤銷費用,7932.0,15877.0,23803.0,32131.0,822.0,17377.0,25858.0,34817.0,8325.0,16585.0,24991.0,33000.0,7661.0,15239.0,22311.0,29206.0
支付之利息,-886.0,-1439.0,-1952.0,-2692.0,-838.0,-1567.0,-2447.0,-3020.0,-514.0,-1090.0,-2039.0,-3659.0,-1739.0,-3494.0,-5144.0,-6618.0
支付之股利,-7970.0,,,,,,,,,,,,,,,
收取之利息,655.0,1394.0,2214.0,3639.0,835.0,1774.0,2644.0,4280.0,784.0,2465.0,3401.0,4604.0,1007.0,1659.0,2213.0,2812.0
收益費損項目合計,,,,,,,,,26602.0,12735.0,76953.0,102337.0,24349.0,48729.0,69289.0,107814.0
期初現金及約當現金餘額,303869.0,303869.0,303869.0,303869.0,324055.0,324055.0,324055.0,324055.0,354558.0,354558.0,354558.0,354558.0,479279.0,479279.0,479279.0,479279.0
期末現金及約當現金餘額,348924.0,328369.0,291014.0,324055.0,352990.0,398022.0,367489.0,354558.0,363874.0,464347.0,466033.0,479279.0,360513.0,438596.0,356549.0,435789.0
未實現外幣兌換損失（利益）,,,,,-1110.0,1887.0,-3503.0,3503.0,1351.0,2603.0,831.0,460.0,448.0,449.0,474.0,493.0
本期現金及約當現金增加（減少）數,45055.0,24500.0,-12855.0,20186.0,28935.0,73967.0,43434.0,30503.0,9316.0,109789.0,111475.0,124721.0,-118766.0,-40683.0,-122730.0,-43490.0
本期稅前淨利（淨損）,56086.0,124794.0,151213.0,203557.0,80217.0,160990.0,229087.0,251973.0,73750.0,151932.0,167804.0,224632.0,59962.0,112988.0,141874.0,162130.0
淨確定福利負債增加(減少),,,,,,,,,-207.0,-413.0,-564.0,-808.0,1763.0,-296.0,-455.0,-642.0
營業活動之淨現金流入（流出）,139440.0,182774.0,160169.0,219054.0,43724.0,162444.0,182219.0,248329.0,59992.0,134309.0,218233.0,277010.0,6051.0,106403.0,159628.0,218586.0
營運產生之現金流入（流出）,147641.0,206401.0,207469.0,286930.0,46954.0,182799.0,225018.0,296802.0,65935.0,160116.0,267674.0,331363.0,18738.0,129839.0,203132.0,265366.0
發放現金股利,,,-41693.0,-41693.0,,,-58370.0,-58369.0,,,-83385.0,-83385.0,,,-83385.0,-83385.0
發行公司債,,,,,,,,,,,,,,,,294757.0
短期借款增加,,,9107.0,21145.0,,,0.0,-81505.0,-33451.0,,501157.0,312248.0,306975.0,1575951.0,2151211.0,2360940.0
短期借款減少,-69637.0,-97893.0,,,2877.0,-30038.0,-34505.0,,,22469.0,-178761.0,,-207633.0,-1505155.0,-2108515.0,-2538044.0
籌資活動之淨現金流入（流出）,-69637.0,-97893.0,-113388.0,-101350.0,2877.0,-30038.0,-105451.0,-152450.0,-47854.0,18783.0,-73080.0,-137077.0,99929.0,71382.0,-40116.0,36573.0
繼續營業單位稅前淨利（淨損）,56086.0,124794.0,151213.0,203557.0,80217.0,160990.0,229087.0,251973.0,73750.0,151932.0,167804.0,224632.0,59962.0,112988.0,141874.0,162130.0
與營業活動相關之負債之淨變動合計,71271.0,89814.0,23783.0,15339.0,121362.0,105754.0,56790.0,21647.0,15899.0,4031.0,54248.0,-27772.0,5845.0,-27385.0,1406.0,89172.0
與營業活動相關之資產之淨變動合計,-5517.0,-58199.0,-43445.0,-36401.0,-174063.0,-139201.0,-137255.0,-87393.0,-50316.0,-8582.0,-31331.0,32166.0,-71418.0,-4493.0,-9437.0,-93750.0
與營業活動相關之資產及負債之淨變動合計,65754.0,31615.0,-19662.0,-21062.0,-52701.0,-33447.0,-80465.0,-65746.0,-34417.0,-4551.0,22917.0,4394.0,-65573.0,-31878.0,-8031.0,-4578.0
處分不動產、廠房及設備,261.0,129.0,220.0,1125.0,0.0,10.0,121.0,8860.0,4.0,1465.0,1577.0,2354.0,285.0,981.0,1764.0,537.0
處分原始認列時指定為透過損益按公允價值衡量之金融資產,,,,,,,,,40040.0,,,,0.0,,,
處分及報廢不動產、廠房及設備損失（利益）,96.0,155.0,138.0,180.0,34.0,223.0,44.0,2248.0,-4.0,52.0,52.0,561.0,-269.0,-257.0,-327.0,-181.0
處分投資損失（利益）,,,,,,,,,-40.0,,,,0.0,,-294.0,
處分採用權益法之投資損失（利益）,,,,,,,,,,,,,,-297.0,,
處分無活絡市場之債券投資,,,13925.0,158442.0,,,0.0,207998.0,,,,,,,,
處分無活絡市場之債務工具投資,,,,,,,,,,,,219428.0,,,,59985.0
調整項目合計,91555.0,81607.0,56256.0,83373.0,-33263.0,21809.0,-4069.0,44829.0,-7815.0,8184.0,99870.0,106731.0,-41224.0,16851.0,61258.0,103236.0
資產負債表帳列之現金及約當現金,348924.0,328369.0,291014.0,324055.0,352990.0,398022.0,367489.0,354558.0,363874.0,464347.0,466033.0,479279.0,360513.0,438596.0,356549.0,435789.0
退還（支付）之所得稅,,-23582.0,-47562.0,-68823.0,-3227.0,-20562.0,-42996.0,-49733.0,-6213.0,-27182.0,-50803.0,-55298.0,-11955.0,-21601.0,-40573.0,-42974.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,,,,,,,,,,-40049.0,,,,0.0,,85.0
非控制權益變動,,,,,,,,,-14403.0,-3686.0,5620.0,9653.0,587.0,586.0,573.0,2305.0
預付款項（增加）減少,,,,,,,,-14300.0,3801.0,14414.0,8465.0,6547.0,5865.0,1713.0,-1500.0,-7312.0
