,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
收益費損項目合計,,,,,,,,,32149.0,10680.0,4367.0,-56189.0,-27422.0,-65898.0,-97114.0,-88626.0
期初現金及約當現金餘額,323661.0,323661.0,323661.0,323661.0,614191.0,614191.0,614191.0,614191.0,486887.0,486887.0,486887.0,486887.0,726095.0,726095.0,726095.0,726095.0
期末現金及約當現金餘額,622698.0,677314.0,772709.0,614191.0,559184.0,930409.0,1018575.0,486887.0,676887.0,592743.0,682313.0,726095.0,993922.0,835297.0,516914.0,807976.0
本期現金及約當現金增加（減少）數,299037.0,353653.0,449048.0,290530.0,-55007.0,316218.0,404384.0,-127304.0,190000.0,105856.0,195426.0,239208.0,267827.0,109202.0,-209181.0,81881.0
本期稅前淨利（淨損）,-624.0,29520.0,90709.0,-105538.0,26116.0,4805.0,82551.0,74747.0,-9255.0,-19026.0,87533.0,104282.0,55917.0,142668.0,298379.0,148155.0
淨確定福利負債增加(減少),,,,,,,,,-1280.0,-5273.0,-8542.0,-13477.0,-198812.0,-201436.0,-203612.0,-207229.0
營業活動之淨現金流入（流出）,532798.0,880747.0,914477.0,774251.0,-192489.0,-518445.0,-104079.0,-115002.0,245200.0,-66891.0,-222162.0,-65555.0,-32071.0,-234588.0,-177408.0,-189192.0
營運產生之現金流入（流出）,548941.0,913805.0,960060.0,833467.0,-177860.0,-486347.0,-52393.0,-55364.0,259105.0,-31168.0,-172044.0,-5233.0,-18892.0,-202313.0,-130566.0,-132831.0
發放現金股利,,,0.0,0.0,,,,,,,,,,,,
短期借款增加,1132397.0,3860294.0,4480962.0,5457563.0,107142.0,4758119.0,7841143.0,10958878.0,2873944.0,6262254.0,9028698.0,12604218.0,1716672.0,4754146.0,6789542.0,8755032.0
籌資活動之淨現金流入（流出）,-227659.0,-593187.0,-605043.0,-591355.0,169453.0,955105.0,398437.0,-90438.0,-46638.0,158983.0,117539.0,-41252.0,429432.0,489809.0,12116.0,125977.0
繼續營業單位稅前淨利（淨損）,-624.0,29520.0,90709.0,-105538.0,26116.0,4805.0,82551.0,74747.0,-9255.0,-19026.0,87533.0,104282.0,55917.0,142668.0,298379.0,148155.0
與營業活動相關之負債之淨變動合計,13839.0,147280.0,313600.0,-3881.0,17784.0,235735.0,347006.0,-73435.0,36467.0,195417.0,205817.0,-77158.0,-225195.0,-67611.0,-38969.0,-67063.0
與營業活動相關之資產之淨變動合計,508794.0,783539.0,626728.0,997322.0,-235161.0,-709255.0,-471983.0,-63180.0,199744.0,-218239.0,-469761.0,23832.0,177808.0,-211472.0,-292862.0,-125297.0
與營業活動相關之資產及負債之淨變動合計,522633.0,930819.0,940328.0,993441.0,-217377.0,-473520.0,-124977.0,-136615.0,236211.0,-22822.0,-263944.0,-53326.0,-47387.0,-279083.0,-331831.0,-192360.0
處分不動產、廠房及設備,0.0,4856.0,9164.0,14423.0,4144.0,8361.0,8509.0,10338.0,2492.0,3991.0,5592.0,15831.0,2836.0,2995.0,6451.0,7582.0
處分及報廢不動產、廠房及設備損失（利益）,5851.0,606.0,-662.0,10817.0,395.0,-1884.0,-1445.0,2299.0,838.0,5774.0,9197.0,26058.0,-1035.0,6565.0,6098.0,5944.0
處分投資損失（利益）,-530.0,-2539.0,-2539.0,-3706.0,0.0,0.0,0.0,0.0,,-14830.0,-29266.0,-29224.0,,0.0,-45429.0,-1863.0
調整項目合計,549565.0,884285.0,869351.0,939005.0,-203976.0,-491152.0,-134944.0,-130111.0,268360.0,-12142.0,-259577.0,-109515.0,-74809.0,-344981.0,-428945.0,-280986.0
資產負債表帳列之現金及約當現金,622698.0,677314.0,772709.0,614191.0,559184.0,930409.0,1018575.0,486887.0,676887.0,592743.0,682313.0,726095.0,993922.0,835297.0,516914.0,807976.0
退還（支付）之所得稅,-268.0,-2032.0,-1865.0,-2106.0,-1886.0,-2180.0,-2500.0,-4048.0,-238.0,-326.0,-414.0,-4471.0,-52.0,-4476.0,-4595.0,-4591.0
預付款項（增加）減少,-6737.0,-3105.0,24128.0,-14521.0,-231573.0,-320856.0,-6356.0,-157493.0,250811.0,-12700.0,10372.0,,-26155.0,128758.0,176247.0,
