,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
營業收入合計,104634790.0,100.0,106544867.0,100.0,114348014.0,100.0,423056211.0,100.0,108631630.0,100.0,105823040.0,100.0,112818727.0,100.0,425187182.0,100.0,104940238.0,100.0,105025069.0,100.0,110670088.0,100.0,416151323.0,100.0,106667516.0,100.0,104854989.0,100.0,107425651.0,100.0,413364315.0,100.0
營業毛利（毛損）,32806645.0,31.35,33539083.0,31.48,35275201.0,30.85,130857472.0,30.93,34149841.0,31.44,34082310.0,32.21,35637287.0,31.59,131998998.0,31.04,34537382.0,32.91,35927951.0,34.21,37328044.0,33.73,137922296.0,33.14,36522564.0,34.24,36304557.0,34.62,35471045.0,33.02,137650097.0,33.3
營業毛利（毛損）淨額,32806645.0,31.35,33539083.0,31.48,35275201.0,30.85,130857472.0,30.93,34149841.0,31.44,34082310.0,32.21,35637287.0,31.59,131998998.0,31.04,34537382.0,32.91,35927951.0,34.21,37328044.0,33.73,137922296.0,33.14,36522564.0,34.24,36304557.0,34.62,35471045.0,33.02,137650097.0,33.3
營業費用合計,27047549.0,25.85,29120129.0,27.33,30378311.0,26.57,112769887.0,26.66,28622997.0,26.35,28934654.0,27.34,30901443.0,27.39,114223795.0,26.86,28259488.0,26.93,29673682.0,28.25,31178457.0,28.17,116284564.0,27.94,29961507.0,28.09,29512999.0,28.15,31203647.0,29.05,116559031.0,28.2
研究發展費用,220610.0,0.21,225017.0,0.21,234680.0,0.21,955973.0,0.23,240423.0,0.22,289306.0,0.27,269822.0,0.24,1030086.0,0.24,234184.0,0.22,249846.0,0.24,246814.0,0.22,986858.0,0.24,237853.0,0.22,260049.0,0.25,251814.0,0.23,989863.0,0.24
確定福利計畫之再衡量數,,,,,,,-295494.0,-0.07,,,,,,,-158754.0,-0.04,,,,,,,-559347.0,-0.13,,,,,,,-795642.0,-0.19
稀釋每股盈餘,0.74,,0.59,,0.86,,2.47,,0.8,,0.6,,0.35,,2.03,,0.78,,0.81,,0.68,,2.47,,0.76,,0.84,,0.73,,2.54,
稅前淨利（淨損）,6982144.0,6.67,6786107.0,6.37,7635644.0,6.68,25282161.0,5.98,7717097.0,7.1,6165867.0,5.83,4729396.0,4.19,22261814.0,5.24,8369130.0,7.98,8879330.0,8.45,7067015.0,6.39,27249360.0,6.55,7980132.0,7.48,9049733.0,8.63,8488779.0,7.9,30502342.0,7.38
管理費用,4749392.0,4.54,5478153.0,5.14,6096862.0,5.33,20855512.0,4.93,5827722.0,5.36,5656947.0,5.35,5451200.0,4.83,21650278.0,5.09,5313022.0,5.06,5426901.0,5.17,5431343.0,4.91,21054486.0,5.06,5934962.0,5.56,5644660.0,5.38,5478420.0,5.1,21555416.0,5.21
繼續營業單位本期淨利（淨損）,5739800.0,5.49,5108511.0,4.79,6519034.0,5.7,20739962.0,4.9,6536262.0,6.02,4868196.0,4.6,3541025.0,3.14,17713181.0,4.17,6616277.0,6.3,6919546.0,6.59,5821839.0,5.26,21593165.0,5.19,6398071.0,6.0,7178712.0,6.85,6250390.0,5.82,23675436.0,5.73
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-90028.0,-0.02,,,,,,,-135166.0,-0.03
與其他綜合損益組成部分相關之所得稅,,,,,,,-40051.0,-0.01,,,,,,,-30208.0,-0.01,,,,,,,,,,,,,,,,
財務成本淨額,498057.0,0.48,502789.0,0.47,536626.0,0.47,2082438.0,0.49,613430.0,0.56,616561.0,0.58,532784.0,0.47,2384834.0,0.56,598486.0,0.57,613538.0,0.58,572720.0,0.52,2418953.0,0.58,617201.0,0.58,584972.0,0.56,531086.0,0.49,2237211.0,0.54
非控制權益（淨利／損）,2100010.0,2.01,2242431.0,2.1,2058766.0,1.8,7975721.0,1.89,2374895.0,2.19,1771190.0,1.67,1601792.0,1.42,6590351.0,1.55,2316818.0,2.21,2491668.0,2.37,1966879.0,1.78,7485326.0,1.8,2055002.0,1.93,2419989.0,2.31,2112699.0,1.97,9148717.0,2.21
非控制權益（綜合損益）,2396034.0,2.29,2224315.0,2.09,1933837.0,1.69,9004070.0,2.13,1865794.0,1.72,1594332.0,1.51,1961752.0,1.74,6948785.0,1.63,2164548.0,2.06,1738586.0,1.66,2119796.0,1.92,5558035.0,1.34,2107272.0,1.98,1494819.0,1.43,1774576.0,1.65,6697167.0,1.62
