,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
其他流動資產,"7,731,607",2.83,"7,113,340",2.6,"2,042,249",0.75,"1,548,602",0.55,"956,270",0.33,"691,978",0.25,"733,709",0.26,"1,339,313",0.46,"2,186,810",0.75,"3,923,284",1.31,"4,139,885",1.4,"2,468,325",0.84,"3,217,451",1.15,"2,568,821",0.96,"1,505,503",0.57,"1,287,340",0.48
其他非流動負債,"898,847",0.33,"1,771,698",0.65,"1,596,705",0.59,"1,641,695",0.58,"1,623,847",0.57,"603,956",0.22,"1,651,592",0.58,"1,557,981",0.53,"1,479,314",0.51,"1,388,031",0.46,"1,303,434",0.44,"1,243,517",0.42,"1,188,320",0.43,"1,077,120",0.4,"1,005,814",0.38,"931,080",0.35
其他非流動資產,"46,498,280",17.04,"47,103,259",17.21,"46,447,372",17.08,"46,823,024",16.56,"46,738,273",16.36,"46,600,886",16.61,"46,863,692",16.58,"48,888,621",16.7,"47,339,308",16.34,"46,966,168",15.66,"47,471,806",16.0,"47,732,348",16.29,"48,151,134",17.27,"47,534,343",17.69,"46,825,788",17.66,"47,831,042",17.92
國外營運機構財務報表換算之兌換差額,"317,996",0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存貨,"10,148,150",3.72,"10,076,004",3.68,"9,662,029",3.55,"9,286,227",3.29,"10,658,127",3.73,"10,115,835",3.6,"10,197,101",3.61,"10,470,879",3.58,"9,976,103",3.44,"9,795,623",3.27,"9,248,095",3.12,"8,941,127",3.05,"8,485,209",3.04,"8,314,191",3.09,"8,221,800",3.1,"8,893,965",3.33
工程進度請款金額,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
待註銷股本股數（單位：股）,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
應付公司債,"3,500,000",1.28,"3,500,000",1.28,"3,500,000",1.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,
應付帳款,"8,856,139",3.25,"9,747,833",3.56,"8,228,020",3.03,"8,245,257",2.92,"9,623,722",3.37,"8,629,940",3.08,"8,490,289",3.0,"7,056,837",2.41,"6,739,703",2.33,"8,643,687",2.88,"6,892,421",2.32,"6,943,854",2.37,"5,982,644",2.15,"6,804,530",2.53,"6,650,515",2.51,"7,671,640",2.87
應付帳款－關係人,"205,583",0.08,"205,078",0.07,"146,676",0.05,"183,052",0.06,"150,645",0.05,"182,335",0.06,"178,463",0.06,"210,945",0.07,"187,878",0.06,"166,974",0.06,"129,035",0.04,"137,199",0.05,,,,,,,,
應付建造合約款,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
應付建造合約款－關係人,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
應付短期票券,"4,129,331",1.51,"3,848,811",1.41,"5,653,573",2.08,"5,102,283",1.8,"5,247,145",1.84,"5,341,062",1.9,"6,924,607",2.45,"6,370,508",2.18,"6,124,655",2.11,"5,643,553",1.88,"6,131,288",2.07,"6,159,780",2.1,"7,908,199",2.84,"5,851,897",2.18,"7,678,660",2.9,"5,921,518",2.22
應付票據,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
應付票據－關係人,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
應收帳款淨額,"9,489,955",3.48,"8,966,391",3.28,"8,254,897",3.03,"8,681,572",3.07,"8,049,505",2.82,"8,671,346",3.09,"9,278,544",3.28,"8,376,953",2.86,"7,211,579",2.49,"7,971,963",2.66,"6,394,069",2.15,"6,850,598",2.34,"5,702,299",2.05,"6,402,826",2.38,"6,042,259",2.28,"6,782,292",2.54
應收帳款－關係人淨額,"236,032",0.09,"291,091",0.11,"308,257",0.11,"326,462",0.12,"284,858",0.1,"295,172",0.11,"317,310",0.11,"319,690",0.11,"675,443",0.23,"856,627",0.29,"980,421",0.33,"985,259",0.34,"952,686",0.34,"866,375",0.32,"769,611",0.29,"546,984",0.2
應收票據淨額,"8,919,088",3.27,"10,870,904",3.97,"14,562,063",5.35,"16,589,337",5.87,"14,400,651",5.04,"15,920,604",5.67,"17,602,181",6.23,"17,846,977",6.1,"13,871,378",4.79,"12,528,747",4.18,"12,328,553",4.15,"12,377,095",4.22,"8,471,683",3.04,"9,838,636",3.66,"10,128,788",3.82,"12,600,411",4.72
投資性不動產淨額,"6,085,160",2.23,"6,078,397",2.22,"6,071,537",2.23,"6,045,488",2.14,"6,039,485",2.11,"6,032,636",2.15,"6,026,963",2.13,"6,021,296",2.06,"6,014,636",2.08,"6,007,919",2.0,"6,002,866",2.02,"5,996,536",2.05,"5,989,824",2.15,"5,983,608",2.23,"5,976,780",2.25,"6,073,056",2.27
按攤銷後成本衡量之金融負債－流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
按攤銷後成本衡量之金融負債－非流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
採用權益法之投資淨額,"7,460,075",2.73,"7,912,439",2.89,"8,067,842",2.97,"8,028,252",2.84,"7,914,971",2.77,"7,845,242",2.8,"8,331,553",2.95,"7,671,335",2.62,"7,779,030",2.68,"7,565,075",2.52,"8,054,261",2.71,"8,013,265",2.73,"7,927,247",2.84,"7,724,871",2.87,"7,724,396",2.91,"7,444,947",2.79
普通股股本,"36,921,759",13.53,"36,921,759",13.49,"36,921,759",13.57,"36,921,759",13.06,"36,921,759",12.92,"36,921,759",13.16,"36,921,759",13.06,"36,921,759",12.61,"36,921,759",12.74,"36,921,759",12.31,"36,921,759",12.44,"36,921,759",12.6,"36,921,759",13.24,"36,921,759",13.74,"36,921,759",13.93,"36,921,759",13.83
未分配盈餘（或待彌補虧損）,,,"17,295,884",6.32,"20,726,453",7.62,"23,488,214",8.31,"25,321,353",8.86,,,,,,,,,,,,,,,,,,,,,,
本期所得稅負債,,,,,,,,,,,,,,,,,"1,597,080",0.55,"1,060,679",0.35,"793,415",0.27,"1,214,642",0.41,"1,340,178",0.48,"877,862",0.33,"795,600",0.3,"1,324,329",0.5
權益總計,"145,365,698",53.28,"139,207,168",50.87,"145,196,356",53.38,"153,618,577",54.34,"158,255,100",55.38,"147,496,365",52.56,"153,411,035",54.28,"162,017,681",55.34,"162,219,457",55.98,"150,965,857",50.34,"157,639,379",53.12,"155,484,252",53.05,"154,750,268",55.5,"146,772,743",54.61,"145,457,904",54.87,"147,396,671",55.21
歸屬於母公司業主之權益合計,"107,872,920",39.54,"101,767,224",37.19,"106,629,255",39.2,"113,077,945",40.0,"117,094,940",40.98,"107,880,371",38.44,"111,500,190",39.45,"117,958,870",40.29,"118,307,697",40.83,"109,626,077",36.56,"109,456,232",36.89,"108,042,985",36.87,"107,709,460",38.63,"102,334,404",38.07,"105,176,028",39.68,"106,768,051",39.99
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
法定盈餘公積,,,"10,726,105",3.92,"10,726,105",3.94,"10,726,105",3.79,"10,726,105",3.75,,,,,,,,,,,,,,,,,,,,,,
流動負債合計,"65,913,019",24.16,"68,971,246",25.2,"73,733,391",27.11,"70,398,494",24.9,"74,388,787",26.03,"81,190,613",28.93,"78,920,574",27.92,"68,632,044",23.44,"69,579,858",24.01,"78,918,446",26.32,"70,796,103",23.86,"68,083,832",23.23,"64,818,835",23.25,"58,857,466",21.9,"61,983,521",23.38,"55,104,919",20.64
流動資產合計,"77,246,355",28.31,"77,139,390",28.19,"77,212,043",28.39,"87,788,055",31.06,"92,121,458",32.24,"89,163,129",31.77,"89,472,928",31.66,"96,605,816",33.0,"92,471,096",31.91,"95,602,989",31.88,"90,814,601",30.6,"90,593,376",30.91,"78,482,102",28.15,"72,814,811",27.09,"74,178,175",27.98,"77,884,012",29.17
無形資產,"19,111,565",7.0,"19,486,078",7.12,"19,255,712",7.08,"19,495,931",6.9,"19,439,255",6.8,"19,155,139",6.83,"19,321,443",6.84,"19,542,637",6.68,"19,879,896",6.86,"21,768,685",7.26,"22,935,744",7.73,"22,607,552",7.71,"22,341,314",8.01,"21,978,037",8.18,"21,389,833",8.07,"21,175,282",7.93
特別盈餘公積,,,"13,053,436",4.77,"13,053,491",4.8,"13,051,193",4.62,"13,051,193",4.57,,,,,,,,,,,,,,,,,,,,,,
現金及約當現金,"18,994,984",6.96,"20,171,167",7.37,"19,104,057",7.02,"25,711,065",9.1,"29,329,415",10.26,"29,177,252",10.4,"27,917,164",9.88,"30,514,042",10.42,"31,406,216",10.84,"35,848,634",11.95,"35,931,378",12.11,"38,977,360",13.3,"31,747,040",11.39,"26,182,757",9.74,"27,229,371",10.27,"28,179,758",10.55
現金流量避險中屬有效避險部分之避險工具利益（損失）,"-15,264",-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
當期所得稅負債,"1,416,789",0.52,"913,601",0.33,"1,180,194",0.43,"1,899,948",0.67,"1,702,730",0.6,"1,468,259",0.52,"1,443,139",0.51,"2,226,142",0.76,,,,,,,,,,,,,,,,
短期借款,"18,455,981",6.76,"16,187,106",5.92,"25,101,401",9.23,"18,521,893",6.55,"24,434,534",8.55,"18,931,653",6.75,"27,455,949",9.71,"22,975,404",7.85,"26,352,924",9.09,"23,599,288",7.87,"29,597,568",9.97,"22,325,389",7.62,"20,205,800",7.25,"15,749,372",5.86,"21,325,725",8.05,"20,635,324",7.73
股本合計,"36,921,759",13.53,"36,921,759",13.49,"36,921,759",13.57,"36,921,759",13.06,"36,921,759",12.92,"36,921,759",13.16,"36,921,759",13.06,"36,921,759",12.61,"36,921,759",12.74,"36,921,759",12.31,"36,921,759",12.44,"36,921,759",12.6,"36,921,759",13.24,"36,921,759",13.74,"36,921,759",13.93,"36,921,759",13.83
與待出售非流動資產直接相關之負債,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
負債及權益總計,,,,,,,,,,,,,,,,,"289,782,835",100.0,"299,879,447",100.0,"296,748,604",100.0,"293,066,355",100.0,"278,830,039",100.0,"268,777,321",100.0,"265,077,946",100.0,"266,988,696",100.0
負債準備－流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
負債準備－非流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
負債總計,"127,469,535",46.72,"134,437,287",49.13,"126,796,585",46.62,"129,062,162",45.66,"127,507,218",44.62,"133,117,207",47.44,"129,211,890",45.72,"130,726,151",44.66,"127,563,378",44.02,"148,913,590",49.66,"139,109,225",46.88,"137,582,103",46.95,"124,079,771",44.5,"122,004,578",45.39,"119,620,042",45.13,"119,592,025",44.79
資本公積合計,"12,215,684",4.48,"12,192,857",4.46,"12,192,857",4.48,"12,193,297",4.31,"12,195,117",4.27,"12,227,447",4.36,"12,226,214",4.33,"12,225,528",4.18,"12,225,234",4.22,"12,225,088",4.08,"12,310,531",4.15,"12,309,615",4.2,"12,309,615",4.41,"12,309,615",4.58,"13,534,162",5.11,"13,534,162",5.07
資產總計,"272,835,233",100.0,"273,644,455",100.0,"271,992,941",100.0,"282,680,739",100.0,"285,762,318",100.0,"280,613,572",100.0,"282,622,925",100.0,"292,743,832",100.0,"289,782,835",100.0,"299,879,447",100.0,"296,748,604",100.0,"293,066,355",100.0,"278,830,039",100.0,"268,777,321",100.0,"265,077,946",100.0,"266,988,696",100.0
透過損益按公允價值衡量之金融負債－流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
透過損益按公允價值衡量之金融負債－非流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
透過損益按公允價值衡量之金融資產－流動,"271,687",0.1,"275,130",0.1,"219,373",0.08,"215,182",0.08,"176,175",0.06,"175,677",0.06,"176,032",0.06,"176,865",0.06,"146,388",0.05,"145,919",0.05,"148,581",0.05,"147,113",0.05,"146,462",0.05,"146,656",0.05,"162,966",0.06,"148,488",0.06
遞延所得稅負債,"9,353,869",3.43,"9,458,082",3.46,"9,569,927",3.52,"9,679,623",3.42,"9,770,177",3.42,"9,802,019",3.49,"9,889,494",3.5,"10,078,645",3.44,"10,173,593",3.51,"10,670,566",3.56,"10,471,711",3.53,"10,268,560",3.5,"10,298,826",3.69,"10,297,263",3.83,"10,271,611",3.87,"10,213,967",3.83
避險之衍生金融負債－流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
避險之衍生金融負債－非流動,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,
長期借款,"47,803,800",17.52,"50,736,261",18.54,"38,396,562",14.12,"47,342,350",16.75,"41,724,407",14.6,"41,520,619",14.8,"38,750,230",13.71,"50,457,481",17.24,"46,330,613",15.99,"57,936,547",19.32,"56,537,977",19.05,"57,986,194",19.79,"47,773,790",17.13,"51,772,729",19.26,"46,359,096",17.49,"53,342,059",19.98
非控制權益,"37,492,778",13.74,"37,439,944",13.68,"38,567,101",14.18,"40,540,632",14.34,"41,160,160",14.4,"39,615,994",14.12,"41,910,845",14.83,"44,058,811",15.05,"43,911,760",15.15,"41,339,780",13.79,"48,183,147",16.24,"47,441,267",16.19,"47,040,808",16.87,"44,438,339",16.53,"40,281,876",15.2,"40,628,620",15.22
非流動負債合計,"61,556,516",22.56,"65,466,041",23.92,"53,063,194",19.51,"58,663,668",20.75,"53,118,431",18.59,"51,926,594",18.5,"50,291,316",17.79,"62,094,107",21.21,"57,983,520",20.01,"69,995,144",23.34,"68,313,122",23.02,"69,498,271",23.71,"59,260,936",21.25,"63,147,112",23.49,"57,636,521",21.74,"64,487,106",24.15
非流動資產合計,"195,588,878",71.69,"196,505,065",71.81,"194,780,898",71.61,"194,892,684",68.94,"193,640,860",67.76,"191,450,443",68.23,"193,149,997",68.34,"196,138,016",67.0,"197,311,739",68.09,"204,276,458",68.12,"205,934,003",69.4,"202,472,979",69.09,"200,347,937",71.85,"195,962,510",72.91,"190,899,771",72.02,"189,104,684",70.83
預付款項,"4,568,191",1.67,"5,042,304",1.84,"3,938,338",1.45,"4,480,308",1.58,"4,796,565",1.68,"4,106,227",1.46,"4,375,279",1.55,"3,833,064",1.31,"4,254,712",1.47,"3,533,996",1.18,"3,915,021",1.32,"3,286,150",1.12,"3,614,374",1.3,"2,950,736",1.1,"3,570,376",1.35,"2,955,246",1.11
預收股款（權益項下）之約當發行股數（單位：股）,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
