,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,42111.0,7.49,10053.0,1.64,25214.0,4.08,125954.0,5.23,76749.0,12.21,30390.0,4.71,54121.0,7.99,214469.0,8.26,48273.0,7.55,67815.0,9.31,120020.0,16.46,268930.0,9.74,68659.0,10.91,116096.0,15.92,99713.0,13.49,351967.0,12.77
母公司業主（綜合損益）,40272.0,7.16,6880.0,1.12,24641.0,3.99,99802.0,4.14,78537.0,12.49,26882.0,4.16,48781.0,7.21,190322.0,7.33,48210.0,7.54,63691.0,8.74,107787.0,14.78,236058.0,8.55,74987.0,11.92,121086.0,16.6,99576.0,13.47,349316.0,12.68
營業利益（損失）,26007.0,4.62,24183.0,3.94,28370.0,4.59,99291.0,4.12,41800.0,6.65,39220.0,6.08,50647.0,7.48,164963.0,6.35,78211.0,12.23,91676.0,12.58,90912.0,12.47,309296.0,11.2,83695.0,13.3,109948.0,15.07,130926.0,17.71,409823.0,14.87
營業外收入及支出合計,24656.0,4.38,-12144.0,-1.98,-187.0,-0.03,44246.0,1.84,45231.0,7.2,-6326.0,-0.98,13705.0,2.02,80795.0,3.11,-18136.0,-2.84,-12034.0,-1.65,49315.0,6.76,10042.0,0.36,-589.0,-0.09,22522.0,3.09,-13076.0,-1.77,4996.0,0.18
營業成本合計,367440.0,65.31,391558.0,63.86,411286.0,66.59,1581837.0,65.67,410310.0,65.27,411605.0,63.77,443360.0,65.49,1680388.0,64.7,389043.0,60.85,448714.0,61.58,458112.0,62.83,1718895.0,62.25,384465.0,61.11,416307.0,57.07,428221.0,57.94,1606345.0,58.3
營業收入合計,562569.0,100.0,613176.0,100.0,617681.0,100.0,2408819.0,100.0,628615.0,100.0,645478.0,100.0,676939.0,100.0,2597177.0,100.0,639349.0,100.0,728696.0,100.0,729087.0,100.0,2761204.0,100.0,629099.0,100.0,729415.0,100.0,739140.0,100.0,2755185.0,100.0
營業毛利（毛損）,195129.0,34.69,221618.0,36.14,206395.0,33.41,826982.0,34.33,218305.0,34.73,233873.0,36.23,233579.0,34.51,916789.0,35.3,250306.0,39.15,279982.0,38.42,270975.0,37.17,1042309.0,37.75,244634.0,38.89,313108.0,42.93,310919.0,42.06,1148840.0,41.7
營業毛利（毛損）淨額,195129.0,34.69,221618.0,36.14,206395.0,33.41,826982.0,34.33,218305.0,34.73,233873.0,36.23,233579.0,34.51,916789.0,35.3,250306.0,39.15,279982.0,38.42,270975.0,37.17,1042309.0,37.75,244634.0,38.89,313108.0,42.93,310919.0,42.06,1148840.0,41.7
營業費用合計,168094.0,29.88,196065.0,31.98,177394.0,28.72,724288.0,30.07,176228.0,28.03,194653.0,30.16,182932.0,27.02,751826.0,28.95,172095.0,26.92,188306.0,25.84,180063.0,24.7,733013.0,26.55,160939.0,25.58,203160.0,27.85,179993.0,24.35,739017.0,26.82
研究發展費用,16472.0,2.93,15638.0,2.55,13565.0,2.2,64883.0,2.69,12645.0,2.01,12774.0,1.98,12970.0,1.92,56706.0,2.18,11978.0,1.87,12406.0,1.7,12236.0,1.68,54112.0,1.96,11765.0,1.87,13099.0,1.8,13241.0,1.79,53659.0,1.95
確定福利計畫之再衡量數,,,,,,,1544.0,0.06,,,,,,,-23038.0,-0.89,,,,,,,-24056.0,-0.87,,,,,,,-19779.0,-0.72
稀釋每股盈餘,0.15,,0.04,,0.09,,0.46,,0.38,,0.16,,0.27,,1.07,,0.24,,0.34,,0.6,,1.34,,0.34,,0.58,,0.5,,1.75,
稅前淨利（淨損）,50663.0,9.01,12039.0,1.96,28183.0,4.56,143537.0,5.96,87031.0,13.84,32894.0,5.1,64352.0,9.51,245758.0,9.46,60075.0,9.4,79642.0,10.93,140227.0,19.23,319338.0,11.57,83106.0,13.21,132470.0,18.16,117850.0,15.94,414819.0,15.06
管理費用,37440.0,6.66,38375.0,6.26,37574.0,6.08,152710.0,6.34,39190.0,6.23,36400.0,5.64,35531.0,5.25,155602.0,5.99,37600.0,5.88,38066.0,5.22,51017.0,7.0,174543.0,6.32,39318.0,6.25,40859.0,5.6,44632.0,6.04,174477.0,6.33
繼續營業單位本期淨利（淨損）,42111.0,7.49,10053.0,1.64,25214.0,4.08,125954.0,5.23,76749.0,12.21,30390.0,4.71,54121.0,7.99,214469.0,8.26,48273.0,7.55,67815.0,9.31,120020.0,16.46,268930.0,9.74,68659.0,10.91,116096.0,15.92,99713.0,13.49,351967.0,12.77
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-4089.0,-0.15,,,,,,,-3362.0,-0.12
與其他綜合損益組成部分相關之所得稅,,,,,,,,,,,,,,,-3916.0,-0.15,,,,,,,,,,,,,,,,
財務成本淨額,1546.0,0.27,709.0,0.12,533.0,0.09,3567.0,0.15,3.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
銷貨收入淨額,562381.0,99.97,611628.0,99.75,616465.0,99.8,2404782.0,99.83,,,,,,,,,,,,,,,,,,,,,,,,
