,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
與營業活動相關之負債之淨變動合計,-10525.0,1789.0,-48466.0,-33535.0,-41059.0,5586.0,26743.0,58917.0,-50754.0,-42326.0,-57479.0,-51873.0,-94887.0,-90870.0,-89095.0,-95879.0
與營業活動相關之資產之淨變動合計,168964.0,-46315.0,213563.0,147327.0,-6907.0,-154833.0,-123303.0,-239612.0,270873.0,271976.0,146970.0,171085.0,119393.0,141718.0,17520.0,135490.0
與營業活動相關之資產及負債之淨變動合計,158439.0,-44526.0,165097.0,113792.0,-47966.0,-149247.0,-96560.0,-180695.0,220119.0,229650.0,89491.0,119212.0,24506.0,50848.0,-71575.0,39611.0
處分不動產、廠房及設備,0.0,0.0,0.0,171.0,167.0,300.0,471.0,605.0,45.0,97.0,97.0,97.0,0.0,0.0,13.0,0.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,0.0,0.0,226.0,48.0,-35.0,64.0,388.0,55.0,3.0,3.0,3.0,0.0,0.0,-13.0,0.0
處分投資損失（利益）,,,,,,,,,,,,,,,,-48978.0
調整項目合計,185985.0,2455.0,229313.0,203099.0,-28132.0,-104471.0,-40931.0,-116999.0,248593.0,280315.0,141848.0,193944.0,45539.0,88129.0,-17612.0,68904.0
資產負債表帳列之現金及約當現金,403277.0,128565.0,334103.0,471418.0,495389.0,242146.0,323501.0,411893.0,417231.0,451568.0,320465.0,434642.0,417860.0,452626.0,295716.0,508631.0
退還（支付）之所得稅,,-430.0,-428.0,-1693.0,,0.0,-2761.0,-3282.0,,-10965.0,-16458.0,-16642.0,,-15584.0,-25696.0,-26187.0
預付款項（增加）減少,-82704.0,-185076.0,-19664.0,-55360.0,30037.0,48907.0,17501.0,-16768.0,65720.0,-43798.0,31708.0,106905.0,10964.0,14915.0,-18622.0,7405.0
